ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
33	"WIPF1"	"WIPF1"	chr2	-	174559573	174562602	174559573	174562125	174562550	174562602	33	1222,5931,6242	2,9,14	11009,4084,7422	95,17,6	138	69	0.242369974409	0.9801392836770592	0.997,0.997,0.996	0.983,0.992,0.998	0.006
34	"ZNF767P"	"ZNF767P"	chr7	-	149547153	149549374	149547153	149547776	149549192	149549374	34	0,0,6	0,0,0	3,1,0	0,1,0	138	69	1	1.0	NA,NA,1.0	1.0,0.333,NA	0.334
37	"STAG3L5P-PVRIG2P-PILRB"	"STAG3L5P-PVRIG2P-PILRB"	chr7	+	100352563	100352914	100352563	100352667	100352760	100352914	37	0,8,8	0,0,1	0,0,3	0,0,0	138	69	1	1.0	NA,1.0,0.8	NA,NA,1.0	-0.1
39	"NSUN5P1"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415778	75415980	75416191	39	0,4,10	0,2,0	0,0,3	0,0,1	138	69	1	1.0	NA,0.5,1.0	NA,NA,0.6	0.15
40	"NSUN5P1"	"NSUN5P1"	chr7	+	75416274	75416792	75416274	75416415	75416485	75416792	40	0,2,4	0,0,2	4,2,1	0,0,0	138	69	1	1.0	NA,1.0,0.5	1.0,1.0,1.0	-0.25
41	"SLC66A1"	"SLC66A1"	chr1	+	19312325	19312889	19312325	19312358	19312728	19312889	41	0,1,1	0,2,3	0,1,2	4,1,1	138	69	1	1.0	NA,0.2,0.143	0.0,0.333,0.5	-0.106
42	"RHBDF2"	"RHBDF2"	chr17	-	76487711	76488132	76487711	76487851	76487973	76488132	42	2,4,24	0,9,2	22,24,8	0,2,0	138	69	0.00188329546553	0.046409680146349996	1.0,0.182,0.857	1.0,0.857,1.0	-0.273
45	"FUT1"	"FUT1"	chr19	-	48752489	48753122	48752489	48752725	48752891	48753122	45	0,1,2	5,0,1	2,0,5	0,0,1	138	69	1	1.0	0.0,1.0,0.5	1.0,NA,0.714	-0.357
47	"DNPH1"	"DNPH1"	chr6	-	43225628	43226143	43225628	43225881	43226032	43226143	47	0,2,0	2,4,3	0,0,0	4,2,4	138	69	1	1.0	0.0,0.2,0.0	0.0,0.0,0.0	0.067
48	"ZFP36L1"	"ZFP36L1"	chr14	-	68787654	68790492	68787654	68788809	68789526	68790492	48	3,69,118	0,0,0	146,52,10	2,0,0	138	69	1	1.0	1.0,1.0,1.0	0.973,1.0,1.0	0.009
49	"XBP1"	"XBP1"	chr22	-	28796046	28796192	28796046	28796123	28796149	28796192	49	0,7,12	0,0,0	0,2,12	0,1,0	95	69	1	1.0	NA,1.0,1.0	NA,0.592,1.0	0.204
52	"ST3GAL1"	"ST3GAL1"	chr8	-	133475718	133476600	133475718	133476074	133476277	133476600	52	0,56,77	14,28,37	38,35,35	53,17,25	138	69	0.52603359249	1.0	0.0,0.5,0.51	0.264,0.507,0.412	-0.058
58	"DLL3"	"DLL3"	chr19	+	39507829	39508469	39507829	39507914	39508251	39508469	58	0,0,1	0,0,0	0,0,0	0,4,0	138	69	1	1.0	NA,NA,1.0	NA,0.0,NA	1.0
78	"RPS27"	"RPS27"	chr1	+	153990754	153991034	153990754	153990802	153990913	153991034	78	89,225,237	1,9,8	337,560,226	11,17,4	138	69	0.849840743772	1.0	0.978,0.926,0.937	0.939,0.943,0.966	-0.002
79	"LUC7L3"	"LUC7L3"	chr17	+	50750500	50756215	50750500	50750641	50750746	50756215	79	0,14,38	0,5,9	27,20,8	12,2,1	138	69	1	1.0	NA,0.583,0.679	0.529,0.833,0.8	-0.09
81	"TRIM52-AS1"	"TRIM52-AS1"	chr5	+	181263627	181264566	181263627	181263766	181264051	181264566	81	17,67,105	0,19,49	190,119,51	38,21,19	138	69	0.970907593276	1.0	1.0,0.638,0.517	0.714,0.739,0.573	0.043
82	"TRIM52-AS1"	"TRIM52-AS1"	chr5	+	181263627	181264566	181263627	181263789	181264051	181264566	82	11,66,100	2,1,1	180,133,37	0,9,3	138	69	0.123362394994	0.6466725920760242	0.733,0.971,0.98	1.0,0.881,0.86	-0.019
83	"PHYKPL"	"PHYKPL"	chr5	-	178231668	178232822	178231668	178231866	178232491	178232822	83	2,2,9	2,3,8	0,1,0	4,0,3	138	69	0.00173760102762	0.045906117012830004	0.333,0.25,0.36	0.0,1.0,0.0	-0.019
84	"ELOB"	"ELOB"	chr16	-	2771413	2772102	2771413	2771604	2771993	2772102	84	11,219,177	0,0,0	173,309,70	4,3,0	138	69	0.655404832524	1.0	1.0,1.0,1.0	0.956,0.981,1.0	0.021
85	"TDRD10"	"TDRD10"	chr1	+	154547408	154548147	154547408	154547479	154547677	154548147	85	0,0,2	0,0,0	0,3,0	0,5,0	138	69	1	1.0	NA,NA,1.0	NA,0.231,NA	0.769
86	"SPIN2B"	"SPIN2B"	chrX	-	57119681	57120631	57119681	57120101	57120404	57120631	86	1,0,6	17,6,21	1,8,3	39,41,10	138	69	0.741214889859	1.0	0.029,0.0,0.125	0.013,0.089,0.13	-0.026
87	"THYN1"	"THYN1"	chr11	-	134252839	134253352	134252839	134252916	134253226	134253352	87	0,12,6	0,2,0	22,10,8	0,2,0	138	69	1	1.0	NA,0.75,1.0	1.0,0.714,1.0	-0.03
94	"DNAJB12"	"DNAJB12"	chr10	-	72332834	72335931	72332834	72334617	72335779	72335931	94	0,7,5	0,4,1	0,1,6	12,5,1	138	69	1	1.0	NA,0.467,0.714	0.0,0.091,0.75	0.31
95	"DNAJB12"	"DNAJB12"	chr10	-	72332834	72335931	72332834	72334617	72335785	72335931	95	8,9,7	0,2,0	0,2,6	0,1,0	138	69	1	1.0	1.0,0.692,1.0	NA,0.5,1.0	0.147
96	"DNAJB12"	"DNAJB12"	chr10	-	72332834	72335931	72332834	72334617	72335833	72335931	96	8,11,7	0,0,1	1,2,5	0,1,0	138	69	1	1.0	1.0,1.0,0.778	1.0,0.5,1.0	0.093
97	"TMED4"	"TMED4"	chr7	-	44581722	44582231	44581722	44581823	44582046	44582231	97	5,22,21	14,78,106	5,10,16	98,91,107	138	69	0.00100049476671	0.03329974413319153	0.152,0.124,0.09	0.025,0.052,0.07	0.073
100	"PLCD1"	"PLCD1"	chr3	-	38009903	38010275	38009903	38010053	38010130	38010275	100	0,0,0	0,0,1	0,5,0	0,1,0	138	69	1	1.0	NA,NA,0.0	NA,0.714,NA	-0.714
103	"NXF1"	"NXF1"	chr11	-	62798538	62800486	62798538	62798575	62800376	62800486	103	0,4,9	0,3,4	0,0,3	0,0,1	138	69	1	1.0	NA,0.4,0.529	NA,NA,0.6	-0.135
108	"PSMG3"	"PSMG3"	chr7	-	1569123	1570032	1569123	1569360	1570008	1570032	108	2,4,2	2,4,3	0,10,8	0,0,1	138	69	1	1.0	0.333,0.333,0.25	NA,1.0,0.8	-0.595
112	"LOC100129917"	"LOC100129917"	chr4	-	780148	781848	780148	780688	781771	781848	112	0,2,6	0,1,0	3,2,1	0,1,1	138	69	1	1.0	NA,0.5,1.0	1.0,0.5,0.333	0.139
114	"P3H1"	"P3H1"	chr1	-	42746334	42747412	42746334	42746852	42747252	42747412	114	0,0,3	0,2,2	0,0,2	0,2,1	138	69	1	1.0	NA,0.0,0.429	NA,0.0,0.5	-0.036
115	"RPL28"	"RPL28"	chr19	+	55387929	55392083	55387929	55388048	55388242	55392083	115	2,77,63	388,401,393	16,108,52	626,728,222	138	69	0.90815511635	1.0	0.003,0.088,0.074	0.013,0.069,0.105	-0.007
116	"RPL28"	"RPL28"	chr19	+	55387929	55392083	55387929	55388048	55391553	55392083	116	1,8,15	0,0,1	12,18,3	8,5,0	138	69	3.56735078149e-05	0.003775334062901398	1.0,1.0,0.882	0.429,0.643,1.0	0.27
119	"PHF8"	"PHF8"	chrX	-	53936679	53939246	53936679	53938059	53939161	53939246	119	0,4,6	0,0,3	3,3,8	0,0,0	138	69	1	1.0	NA,1.0,0.5	1.0,1.0,1.0	-0.25
120	"MRPL30"	"MRPL30"	chr2	+	99195572	99199561	99195572	99195756	99197153	99199561	120	12,9,6	0,0,0	32,21,6	0,3,0	138	69	0.73768843154	1.0	1.0,1.0,1.0	1.0,0.778,1.0	0.074
121	"CIAO2B"	"CIAO2B"	chr16	-	66933986	66934402	66933986	66934064	66934220	66934402	121	4,14,13	4,23,22	22,20,10	28,42,19	138	69	0.911847579635	1.0	0.333,0.233,0.228	0.282,0.192,0.208	0.037
123	"RGS6"	"RGS6"	chr14	+	72562416	72566530	72562416	72562585	72562714	72566530	123	45,354,250	4,4,4	351,225,315	5,10,3	138	69	0.708066444216	1.0	0.849,0.978,0.969	0.972,0.918,0.981	-0.025
124	"RGS6"	"RGS6"	chr14	+	72562416	72566530	72562416	72562620	72562714	72566530	124	41,359,215	0,1,0	286,213,281	0,2,0	138	69	1	1.0	1.0,0.994,1.0	1.0,0.982,1.0	0.004
125	"SRSF10"	"SRSF10"	chr1	-	23964346	23971439	23964346	23967723	23971337	23971439	125	15,38,39	8,1,1	91,61,37	8,0,0	138	69	0.168508685156	0.7841599029761341	0.484,0.95,0.951	0.85,1.0,1.0	-0.155
132	"LRRC32"	"LRRC32"	chr11	-	76657523	76661508	76657523	76658034	76659582	76661508	132	0,2,7	0,0,0	9,11,8	4,0,0	138	69	1	1.0	NA,1.0,1.0	0.529,1.0,1.0	0.157
134	"DMAC2"	"DMAC2"	chr19	-	41431317	41433434	41431317	41432408	41433271	41433434	134	0,0,3	0,3,3	0,0,0	3,3,2	138	69	1	1.0	NA,0.0,0.333	0.0,0.0,0.0	0.167
137	"KLF8"	"KLF8"	chrX	+	56265179	56269489	56265179	56265744	56269377	56269489	137	0,0,0	12,4,4	2,0,0	0,4,2	138	69	0.41231877734	1.0	0.0,0.0,0.0	1.0,0.0,0.0	-0.333
138	"TMEM175"	"TMEM175"	chr4	+	948115	948615	948115	948154	948410	948615	138	0,3,8	0,0,0	4,4,8	14,6,5	138	69	1	1.0	NA,1.0,1.0	0.125,0.25,0.444	0.727
140	"OAS2"	"OAS2"	chr12	+	113009086	113011723	113009086	113009240	113010373	113011723	140	5,9,8	0,3,1	12,19,7	0,2,0	138	69	0.226704797394	0.9398279442593835	1.0,0.6,0.8	1.0,0.826,1.0	-0.142
142	"OGG1"	"OGG1"	chr3	+	9756766	9757405	9756766	9756816	9757060	9757405	142	0,5,2	0,0,0	0,0,0	4,0,3	138	69	1	1.0	NA,1.0,1.0	0.0,NA,0.0	1.0
150	"LINC00987"	"LINC00987"	chr12	+	9241117	9243049	9241117	9241459	9241869	9243049	150	0,11,6	0,1,0	0,0,4	0,0,1	138	69	1	1.0	NA,0.846,1.0	NA,NA,0.667	0.256
152	"SLC35F5"	"SLC35F5"	chr2	-	113706708	113715195	113706708	113715041	113715157	113715195	152	0,50,99	0,0,3	313,43,25	0,1,0	138	69	1	1.0	NA,1.0,0.943	1.0,0.956,1.0	-0.014
153	"FZD6"	"FZD6"	chr8	+	103299955	103300284	103299955	103300084	103300199	103300284	153	0,0,0	0,2,0	0,3,0	0,0,0	138	69	1	1.0	NA,0.0,NA	NA,1.0,NA	-1.0
154	"YPEL3"	"YPEL3"	chr16	-	30095251	30096213	30095251	30095434	30096096	30096213	154	9,26,14	79,183,94	19,38,14	293,223,66	138	69	0.721680141551	1.0	0.054,0.066,0.069	0.031,0.079,0.096	-0.006
155	"ENO1"	"ENO1"	chr1	-	8870451	8871986	8870451	8870510	8871890	8871986	155	18,57,137	168,317,745	115,70,96	1127,393,496	138	69	0.332727147278	1.0	0.051,0.082,0.084	0.049,0.082,0.088	-0.001
160	"NPRL3"	"NPRL3"	chr16	-	138149	138698	138149	138334	138366	138698	160	0,9,32	0,7,48	31,6,15	15,55,76	101	69	1	1.0	NA,0.468,0.313	0.585,0.069,0.119	0.133
161	"NPRL3"	"NPRL3"	chr16	-	138149	138698	138149	138334	138641	138698	161	0,6,26	0,4,8	31,3,7	2,5,4	138	69	1	1.0	NA,0.429,0.619	0.886,0.231,0.467	-0.004
162	"C11orf24"	"C11orf24"	chr11	-	68261337	68262918	68261337	68261725	68262730	68262918	162	4,36,68	0,0,0	86,61,36	0,2,0	138	69	1	1.0	1.0,1.0,1.0	1.0,0.938,1.0	0.021
164	"AP1G2"	"AP1G2"	chr14	-	23563715	23564159	23563715	23563856	23564045	23564159	164	0,2,20	1,0,9	0,0,1	0,11,1	138	69	1	1.0	0.0,1.0,0.526	NA,0.0,0.333	0.342
165	"AP1G2"	"AP1G2"	chr14	-	23565815	23566160	23565815	23565892	23566063	23566160	165	0,5,14	0,5,8	0,6,2	12,6,4	138	69	1	1.0	NA,0.333,0.467	0.0,0.333,0.2	0.222
167	"BIN2"	"BIN2"	chr12	-	51302019	51302780	51302019	51302115	51302685	51302780	167	53,303,317	488,1987,2182	394,359,304	3632,3710,2342	138	69	0.0194077311236	0.20814142231792043	0.052,0.071,0.068	0.051,0.046,0.061	0.011
168	"PCNP"	"PCNP"	chr3	+	101579588	101580004	101579588	101579766	101579841	101580004	168	315,1222,843	0,3,1	1242,1204,1091	4,7,0	138	69	1	1.0	1.0,0.995,0.998	0.994,0.989,1.0	0.003
170	"ACAD11"	"ACAD11"	chr3	-	132578795	132579558	132578795	132578881	132579491	132579558	170	0,2,4	0,0,0	23,3,1	2,2,1	138	69	1	1.0	NA,1.0,1.0	0.852,0.429,0.333	0.462
171	"CELF2"	"CELF2"	chr10	+	11328925	11331455	11328925	11329097	11330455	11331455	171	124,199,334	85,139,237	534,405,220	707,229,206	138	69	0.16656633078	0.7787362826440417	0.422,0.417,0.413	0.274,0.469,0.348	0.054
172	"OTUB1"	"OTUB1"	chr11	+	63996529	63996941	63996529	63996648	63996856	63996941	172	2,6,9	9,22,26	14,6,4	36,24,13	138	69	0.707055657219	1.0	0.1,0.12,0.148	0.163,0.111,0.133	-0.013
175	"GALK2"	"GALK2"	chr15	+	49327951	49329805	49327951	49328130	49328665	49329805	175	3,23,16	0,2,2	9,21,24	4,1,4	138	69	0.120208801656	0.6368822117543802	1.0,0.852,0.8	0.529,0.913,0.75	0.153
193	"RPRD1A"	"RPRD1A"	chr18	-	35989823	35993300	35989823	35990595	35993101	35993300	193	8,15,8	0,1,0	3,3,5	1,0,0	138	69	1	1.0	1.0,0.882,1.0	0.6,1.0,1.0	0.094
206	"EIF6"	"EIF6"	chr20	-	35284175	35284492	35284175	35284261	35284380	35284492	206	0,2,2	0,9,13	0,0,2	27,16,6	138	69	1	1.0	NA,0.1,0.071	0.0,0.0,0.143	0.038
211	"ZNF711"	"ZNF711"	chrX	+	85246929	85247651	85246929	85247183	85247546	85247651	211	0,0,0	0,7,6	3,3,0	4,4,4	138	69	1	1.0	NA,0.0,0.0	0.273,0.273,0.0	-0.182
213	"OTUD5"	"OTUD5"	chrX	-	48922025	48923295	48922025	48922910	48923136	48923295	213	58,214,304	4,45,32	659,183,256	41,20,45	138	69	0.312571721468	1.0	0.879,0.704,0.826	0.889,0.821,0.74	-0.014
214	"LAT"	"LAT"	chr16	+	28986539	28986714	28986539	28986569	28986656	28986714	214	53,214,190	128,548,709	241,363,391	1370,1075,1080	138	69	0.0957995994834	0.5585654402311753	0.172,0.163,0.118	0.081,0.144,0.153	0.025
217	"TRIP12"	"TRIP12"	chr2	-	229858771	229859574	229858771	229858831	229858918	229859574	217	120,451,449	2,23,17	546,507,330	41,23,22	138	69	0.0326685472062	0.28993335645502505	0.968,0.907,0.93	0.869,0.917,0.882	0.046
218	"TAOK2"	"TAOK2"	chr16	+	29986264	29988393	29986264	29986504	29986843	29988393	218	3,39,34	0,0,0	63,30,34	0,1,0	138	69	1	1.0	1.0,1.0,1.0	1.0,0.938,1.0	0.021
219	"ZNF266"	"ZNF266"	chr19	-	9418504	9419299	9418504	9418631	9418761	9419299	219	0,2,7	0,2,4	0,0,0	8,2,3	138	69	1	1.0	NA,0.333,0.467	0.0,0.0,0.0	0.4
220	"ZNF266"	"ZNF266"	chr19	-	9418504	9419299	9418504	9418631	9418765	9419299	220	0,7,9	0,6,0	0,0,0	6,5,0	138	69	1	1.0	NA,0.368,1.0	0.0,0.0,NA	0.684
222	"ZNF266"	"ZNF266"	chr19	-	9418761	9419299	9418761	9418895	9419050	9419299	222	0,4,4	0,3,3	0,0,0	0,0,2	138	69	1	1.0	NA,0.4,0.4	NA,NA,0.0	0.4
223	"ZNF266"	"ZNF266"	chr19	-	9418504	9419289	9418504	9418631	9419216	9419289	223	2,6,6	0,0,0	0,0,0	14,0,0	138	69	1	1.0	1.0,1.0,1.0	0.0,NA,NA	1.0
224	"ZNF266"	"ZNF266"	chr19	-	9418765	9419299	9418765	9418895	9419216	9419299	224	2,6,3	0,1,0	0,0,0	1,2,0	138	69	1	1.0	1.0,0.75,1.0	0.0,0.0,NA	0.917
226	"NDUFA2"	"NDUFA2"	chr5	-	140647255	140647785	140647255	140647362	140647482	140647785	226	2,13,4	14,35,28	13,13,9	65,57,36	138	69	0.866202712525	1.0	0.067,0.157,0.067	0.091,0.102,0.111	-0.004
227	"MRPS21"	"MRPS21"	chr1	+	150293841	150294449	150293841	150293898	150294334	150294449	227	0,19,8	0,8,3	0,6,4	1,13,4	138	69	1	1.0	NA,0.543,0.571	0.0,0.188,0.333	0.383
228	"CCDC130"	"CCDC130"	chr19	+	13758867	13759272	13758867	13759010	13759099	13759272	228	0,1,5	0,1,0	16,0,1	4,0,2	138	69	1	1.0	NA,0.333,1.0	0.667,NA,0.2	0.233
231	"SRSF8"	"SRSF8"	chr11	+	95066876	95071224	95066876	95068183	95068654	95071224	231	94,408,517	214,493,358	482,418,336	548,715,307	138	69	0.996788250057	1.0	0.18,0.293,0.419	0.305,0.226,0.354	0.002
233	"SEC14L1"	"SEC14L1"	chr17	+	77213917	77217099	77213917	77214019	77216548	77217099	233	392,1269,1383	0,9,4	2069,787,976	33,6,22	138	69	2.87412512023e-06	0.0007327712636077305	1.0,0.986,0.994	0.969,0.985,0.957	0.023
234	"PRKD2"	"PRKD2"	chr19	-	46716130	46717127	46716130	46716535	46716814	46717127	234	4,8,12	0,5,16	26,13,4	3,2,6	138	69	0.500854878115	1.0	1.0,0.444,0.273	0.812,0.765,0.25	-0.037
235	"PRKD2"	"PRKD2"	chr19	-	46716130	46717127	46716130	46716535	46716950	46717127	235	0,6,22	4,8,2	0,13,8	0,1,0	138	69	1	1.0	0.0,0.273,0.846	NA,0.867,1.0	-0.56
236	"ABCD4"	"ABCD4"	chr14	-	74285268	74286816	74285268	74286529	74286700	74286816	236	0,2,5	0,0,0	2,3,8	1,0,1	138	69	1	1.0	NA,1.0,1.0	0.5,1.0,0.8	0.233
237	"WDR48"	"WDR48"	chr3	+	39094647	39096664	39094647	39095414	39095480	39096664	237	3,18,3	0,0,0	10,17,8	0,1,0	135	69	1	1.0	1.0,1.0,1.0	1.0,0.897,1.0	0.034
239	"ACAA1"	"ACAA1"	chr3	-	38126161	38126700	38126161	38126341	38126509	38126700	239	1,4,10	0,13,12	2,0,2	24,8,7	138	69	0.0253791451545	0.24768113462523753	1.0,0.133,0.294	0.04,0.0,0.125	0.421
242	"PFKM"	"PFKM"	chr12	+	48134942	48135383	48134942	48135038	48135290	48135383	242	0,2,4	6,38,29	5,5,8	61,27,80	138	69	0.219437705993	0.9205879528158093	0.0,0.026,0.065	0.039,0.085,0.048	-0.027
257	"BAZ1B"	"BAZ1B"	chr7	-	73440406	73442553	73440406	73441693	73442180	73442553	257	4,9,5	0,0,0	6,4,4	0,0,1	138	69	1	1.0	1.0,1.0,1.0	1.0,1.0,0.667	0.111
260	"ARHGAP9"	"ARHGAP9"	chr12	-	57476589	57476963	57476589	57476651	57476870	57476963	260	0,1,7	10,2,13	0,4,0	0,16,2	138	69	1	1.0	0.0,0.2,0.212	NA,0.111,0.0	0.082
261	"RBM34"	"RBM34"	chr1	-	235160510	235161067	235160510	235160647	235160892	235161067	261	2,3,11	6,1,7	12,1,1	0,5,0	138	69	0.045945809272	0.35793061695367784	0.143,0.6,0.44	1.0,0.091,1.0	-0.303
262	"DMAP1"	"DMAP1"	chr1	+	44213470	44213858	44213470	44213527	44213708	44213858	262	0,2,4	2,3,3	0,0,1	0,1,1	138	69	1	1.0	0.0,0.25,0.4	NA,0.0,0.333	0.05
263	"DMAP1"	"DMAP1"	chr1	+	44213470	44213858	44213470	44213527	44213748	44213858	263	0,2,5	0,3,0	8,2,1	0,0,0	138	69	1	1.0	NA,0.25,1.0	1.0,1.0,1.0	-0.375
265	"CIAO2A"	"CIAO2A"	chr15	-	64072558	64075537	64072558	64073028	64075491	64075537	265	0,1,2	3,19,21	3,0,0	31,23,10	138	69	0.829895931552	1.0	0.0,0.026,0.045	0.046,0.0,0.0	0.008
266	"CLK1"	"CLK1"	chr2	-	200859679	200861466	200859679	200859746	200861237	200861466	266	0,7,19	12,5,0	8,2,1	13,4,7	138	69	0.195586372419	0.8686325430040475	0.0,0.412,1.0	0.235,0.2,0.067	0.303
269	"DMXL1"	"DMXL1"	chr5	+	119071086	119071656	119071086	119071257	119071554	119071656	269	14,35,32	3,9,7	19,17,38	0,5,2	138	69	0.0359844181144	0.3040234004629065	0.7,0.66,0.696	1.0,0.63,0.905	-0.16
270	"HNRNPA3"	"HNRNPA3"	chr2	+	177219407	177223959	177219407	177221976	177222059	177223959	270	1,42,39	0,0,1	37,10,21	5,0,1	138	69	0.00581644649584	0.10069274196039062	1.0,1.0,0.951	0.787,1.0,0.913	0.084
272	"TTC9C"	"TTC9C"	chr11	+	62728479	62729086	62728479	62728736	62728822	62729086	272	8,19,14	0,0,0	36,34,8	2,3,0	138	69	0.0604692535759	0.42556090753729375	1.0,1.0,1.0	0.9,0.85,1.0	0.083
275	"C11orf98"	"C11orf98"	chr11	-	62664848	62665216	62664848	62664973	62665130	62665216	275	0,0,3	10,6,7	0,2,5	18,13,8	138	69	0.121656031799	0.6419272646854102	0.0,0.0,0.176	0.0,0.071,0.238	-0.044
277	"TK2"	"TK2"	chr16	-	66548977	66550122	66548977	66549009	66549937	66550122	277	0,0,1	0,2,1	0,0,0	14,0,1	138	69	1	1.0	NA,0.0,0.333	0.0,NA,0.0	0.167
278	"NIPSNAP3B"	"NIPSNAP3B"	chr9	+	104772996	104777764	104772996	104773176	104777127	104777764	278	10,16,12	0,0,0	46,27,2	0,2,1	138	69	0.882580794154	1.0	1.0,1.0,1.0	1.0,0.871,0.5	0.21
279	"HMGA1"	"HMGA1"	chr6	+	34236872	34237317	34236872	34236961	34237203	34237317	279	0,4,2	2,0,0	0,4,2	0,0,0	138	69	1	1.0	0.0,1.0,1.0	NA,1.0,1.0	-0.333
280	"HMGA1"	"HMGA1"	chr6	+	34236872	34237317	34236872	34236963	34237203	34237317	280	0,2,2	3,19,18	0,4,2	9,29,8	138	69	0.559935066937	1.0	0.0,0.05,0.053	0.0,0.065,0.111	-0.024
284	"PML"	"PML"	chr15	+	74034477	74036394	74034477	74034530	74035171	74036394	284	3,3,13	0,4,4	0,5,0	2,4,0	138	69	1	1.0	1.0,0.273,0.619	0.0,0.385,NA	0.438
285	"SHROOM4"	"SHROOM4"	chrX	-	50591644	50596964	50591644	50592144	50595697	50596964	285	7,83,68	0,0,0	115,59,58	6,0,2	138	69	0.00691551322414	0.11114359218968843	1.0,1.0,1.0	0.906,1.0,0.935	0.053
286	"SLC39A13"	"SLC39A13"	chr11	+	47415287	47416500	47415287	47415496	47416324	47416500	286	6,15,11	0,0,1	24,4,9	0,1,4	138	69	0.0131616467968	0.16875089928529752	1.0,1.0,0.846	1.0,0.667,0.529	0.217
287	"LBHD1"	"LBHD1"	chr11	-	62669640	62670041	62669640	62669803	62669881	62670041	287	0,3,0	0,2,0	0,0,0	0,0,3	138	69	1	1.0	NA,0.429,NA	NA,NA,0.0	0.429
291	"ICAM3"	"ICAM3"	chr19	-	10335065	10335976	10335065	10335353	10335670	10335976	291	0,1,1	6,17,12	8,2,0	2,7,6	138	69	0.00313838985282	0.06519714327580511	0.0,0.029,0.04	0.667,0.125,0.0	-0.241
293	"ARSA"	"ARSA"	chr22	-	50627555	50628152	50627555	50627792	50627897	50628152	293	6,16,21	4,0,1	39,9,20	5,0,0	138	69	0.538054382309	1.0	0.429,1.0,0.913	0.796,1.0,1.0	-0.151
