ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
37	"ABI2"	"ABI2"	chr2	+	203395655	203395780	203395658	203395780	203394699	203394846	37	12,0,306	0,0,33	345,142,164	20,12,17	72	69	1	1.0	1.0,NA,0.899	0.943,0.919,0.902	0.028
38	"ABI2"	"ABI2"	chr2	+	203416907	203417081	203416913	203417081	203402575	203402734	38	22,0,271	0,0,9	229,127,136	1,2,1	75	69	1	1.0	1.0,NA,0.965	0.995,0.983,0.992	-0.007
41	"ABI2"	"ABI2"	chr2	+	203416907	203417081	203416913	203417081	203403316	203403361	41	9,0,33	0,0,0	32,13,17	0,1,0	75	69	1	1.0	1.0,NA,1.0	1.0,0.923,1.0	0.026
42	"ABI2"	"ABI2"	chr2	+	203416907	203417081	203416913	203417081	203411284	203411371	42	23,0,130	0,0,3	165,91,80	14,1,4	75	69	1	1.0	1.0,NA,0.976	0.916,0.988,0.948	0.037
43	"ABI2"	"ABI2"	chr2	+	203427495	203432169	203431000	203432169	203427176	203427269	43	3,0,149	0,0,2	255,59,101	6,6,2	138	69	1	1.0	1.0,NA,0.974	0.955,0.831,0.962	0.071
44	"SMARCA4"	"SMARCA4"	chr19	+	10984120	10984373	10984123	10984373	10961029	10961174	44	0,0,9	4,0,7	10,4,4	0,4,2	72	69	1	1.0	0.0,NA,0.552	1.0,0.489,0.657	-0.439
45	"SMARCA4"	"SMARCA4"	chr19	+	10984120	10984373	10984123	10984373	10980776	10980852	45	0,0,1	0,0,1	10,2,0	0,0,0	72	69	1	1.0	NA,NA,0.489	1.0,1.0,NA	-0.511
46	"SMARCA4"	"SMARCA4"	chr19	+	11041297	11041560	11041306	11041560	11034913	11035132	46	0,0,4	2,14,13	4,2,3	15,14,9	78	69	0.117338869686	1.0	0.0,0.0,0.214	0.191,0.112,0.228	-0.106
47	"SMARCA4"	"SMARCA4"	chr19	+	11058254	11058363	11058257	11058363	11041297	11041560	47	0,0,13	6,0,0	2,5,5	7,2,2	72	69	1	1.0	0.0,NA,1.0	0.215,0.706,0.706	-0.042
54	"DYM"	"DYM"	chr18	-	49286433	49286616	49286433	49286613	49331863	49332006	54	27,0,66	5,0,5	49,39,47	1,6,2	72	69	1	1.0	0.838,NA,0.927	0.979,0.862,0.957	-0.05
56	"DYM"	"DYM"	chr18	-	49391592	49391645	49391592	49391642	49430254	49430447	56	9,0,4	0,0,1	46,13,2	0,0,0	72	69	1	1.0	1.0,NA,0.793	1.0,1.0,1.0	-0.103
58	"TP73-AS1"	"TP73-AS1"	chr1	-	3735983	3738513	3735983	3737854	3740232	3740387	58	0,0,2	0,0,0	4,2,1	5,0,0	138	69	1	1.0	NA,NA,1.0	0.286,1.0,1.0	0.238
59	"TP73-AS1"	"TP73-AS1"	chr1	-	3742803	3742957	3742803	3742911	3743060	3743190	59	0,0,1	0,0,0	0,2,5	8,1,0	115	69	1	1.0	NA,NA,1.0	0.0,0.545,1.0	0.485
73	"C15orf54"	"C15orf54"	chr15	+	39251947	39254842	39252058	39254842	39250668	39250863	73	221,0,2329	0,0,132	2081,4096,686	117,210,26	138	69	1	1.0	1.0,NA,0.898	0.899,0.907,0.93	0.037
78	"EML3"	"EML3"	chr11	-	62602758	62602889	62602758	62602779	62603148	62603247	78	0,0,25	0,0,4	25,5,23	0,0,0	138	69	1	1.0	NA,NA,0.758	1.0,1.0,1.0	-0.242
79	"EML3"	"EML3"	chr11	-	62611086	62611347	62611086	62611344	62611424	62611596	79	7,0,6	0,0,11	3,1,2	0,3,7	72	69	1	1.0	1.0,NA,0.343	1.0,0.242,0.215	0.186
80	"SHE"	"SHE"	chr1	-	154486526	154486683	154486526	154486678	154489050	154489356	80	11,0,25	0,0,1	0,2,0	0,0,0	74	69	1	1.0	1.0,NA,0.959	NA,1.0,NA	-0.02
89	"PAK1"	"PAK1"	chr11	-	77379240	77379409	77379240	77379388	77379893	77379994	89	2,0,10	0,0,10	2,6,1	2,3,1	90	69	1	1.0	1.0,NA,0.434	0.434,0.605,0.434	0.226
91	"PAK1"	"PAK1"	chr11	-	77392330	77392541	77392330	77392538	77411773	77411971	91	10,0,10	8,0,0	14,4,8	0,0,0	72	69	1	1.0	0.545,NA,1.0	1.0,1.0,1.0	-0.228
95	"ARMCX3"	"ARMCX3"	chrX	+	101623785	101623893	101623813	101623893	101623360	101623430	95	20,0,93	3,0,49	101,64,63	39,41,29	97	69	1	1.0	0.826,NA,0.574	0.648,0.526,0.607	0.106
102	"CDK13"	"CDK13"	chr7	+	40092784	40093237	40092964	40093237	40088125	40088331	102	0,0,6	0,0,1	11,11,1	12,3,0	138	69	1	1.0	NA,NA,0.75	0.314,0.647,1.0	0.096
105	"PCED1A"	"PCED1A"	chr20	-	2838843	2839082	2838843	2838929	2839191	2839271	105	0,0,4	0,0,1	0,5,3	3,0,0	138	69	1	1.0	NA,NA,0.667	0.0,1.0,1.0	0.0
107	"LOC100289561"	"LOC100289561"	chr7	+	102365954	102366076	102365973	102366076	102363882	102364411	107	0,6,1	0,0,0	0,0,0	0,1,0	88	69	1	1.0	NA,1.0,1.0	NA,0.0,NA	1.0
116	"PRSS57"	"PRSS57"	chr19	-	694813	694970	694813	694967	695351	695452	116	0,12,0	0,9,0	1,0,0	0,0,0	72	69	1	1.0	NA,0.561,NA	1.0,NA,NA	-0.439
117	"STAT2"	"STAT2"	chr12	-	56355707	56355803	56355707	56355791	56356131	56356285	117	22,12,23	1,0,2	5,23,5	4,8,1	81	69	0.000108706580987	0.04964964035463943	0.949,1.0,0.907	0.516,0.71,0.81	0.273
119	"MINDY2"	"MINDY2"	chr15	+	58854481	58861899	58854484	58861899	58851770	58851965	119	24,0,32	0,0,8	69,41,49	15,6,5	72	69	1	1.0	1.0,NA,0.793	0.815,0.868,0.904	0.034
120	"CD68"	"CD68"	chr17	+	7579809	7580327	7579890	7580327	7579637	7579726	120	208,3,5620	10,0,67	3349,1939,1556	112,65,40	138	69	5.55974641336e-06	0.0060019989689681814	0.912,1.0,0.977	0.937,0.937,0.951	0.021
124	"HAUS7"	"HAUS7"	chrX	-	153455541	153455766	153455541	153455648	153456264	153456364	124	0,0,1	0,0,0	0,3,1	0,0,1	138	69	1	1.0	NA,NA,1.0	NA,1.0,0.333	0.334
127	"B4GALT3"	"B4GALT3"	chr1	-	161175807	161176095	161175807	161176074	161176433	161176579	127	0,0,4	6,8,11	0,2,1	6,5,12	90	69	0.509170422668	1.0	0.0,0.0,0.218	0.0,0.235,0.06	-0.026
133	"SNX27"	"SNX27"	chr1	+	151693592	151699080	151694369	151699080	151693423	151693483	133	3,2,21	0,0,16	11,9,3	1,2,0	138	69	0.0812696182343	1.0	1.0,1.0,0.396	0.846,0.692,1.0	-0.047
134	"DNAJC10"	"DNAJC10"	chr2	+	182739544	182740388	182740298	182740388	182736248	182736386	134	0,0,2	1,0,13	10,3,0	10,10,2	138	69	1	1.0	0.0,NA,0.071	0.333,0.13,0.0	-0.119
135	"SNRPD1"	"SNRPD1"	chr18	+	21623747	21623939	21623870	21623939	21622724	21622801	135	7,0,24	0,0,0	41,98,6	0,1,0	138	69	1	1.0	1.0,NA,1.0	1.0,0.98,1.0	0.007
139	"SLC66A1"	"SLC66A1"	chr1	+	19325494	19325582	19325525	19325582	19324632	19324762	139	0,0,0	0,0,2	2,0,3	0,3,0	100	69	1	1.0	NA,NA,0.0	1.0,0.0,1.0	-0.667
142	"CDC16"	"CDC16"	chr13	+	114236798	114236896	114236801	114236896	114234844	114235132	142	22,0,83	0,0,1	69,36,19	8,2,3	72	69	1	1.0	1.0,NA,0.988	0.892,0.945,0.859	0.095
143	"CDC16"	"CDC16"	chr13	+	114236798	114236896	114236801	114236896	114236644	114236699	143	18,0,114	0,0,13	72,91,21	35,17,6	72	69	1	1.0	1.0,NA,0.894	0.663,0.837,0.77	0.19
144	"BIVM"	"BIVM"	chr13	+	102839550	102841533	102839571	102841533	102838642	102838739	144	0,0,0	0,0,27	4,7,0	64,18,18	90	69	1	1.0	NA,NA,0.0	0.046,0.23,0.0	-0.092
145	"RHBDF2"	"RHBDF2"	chr17	-	76479732	76479941	76479732	76479854	76481374	76481545	145	0,0,0	18,0,6	0,0,1	0,4,8	138	69	1	1.0	0.0,NA,0.0	NA,0.0,0.059	-0.029
148	"RHBDF2"	"RHBDF2"	chr17	-	76487711	76488132	76487711	76487909	76500935	76501423	148	11,0,1	0,0,0	0,9,1	0,0,1	138	69	1	1.0	1.0,NA,1.0	NA,1.0,0.333	0.334
149	"PSEN2"	"PSEN2"	chr1	+	226891742	226891844	226891745	226891844	226891277	226891361	149	0,0,2	0,0,2	0,1,3	0,1,1	72	69	1	1.0	NA,NA,0.489	NA,0.489,0.742	-0.126
157	"PDSS1"	"PDSS1"	chr10	+	26720134	26720359	26720217	26720359	26709637	26709768	157	9,0,1	0,0,2	23,16,5	49,4,5	138	69	1	1.0	1.0,NA,0.2	0.19,0.667,0.333	0.203
158	"RUVBL2"	"RUVBL2"	chr19	+	49004206	49004418	49004276	49004418	49003278	49003334	158	0,0,0	0,0,6	0,0,4	6,7,6	138	69	1	1.0	NA,NA,0.0	0.0,0.0,0.25	-0.083
161	"GFI1B"	"GFI1B"	chr9	+	132989675	132989907	132989741	132989907	132988196	132988468	161	78,0,874	0,0,8	458,497,276	7,19,3	135	69	1	1.0	1.0,NA,0.982	0.971,0.93,0.979	0.031
162	"GFI1B"	"GFI1B"	chr9	+	132989675	132989907	132989741	132989907	132989060	132989198	162	214,0,1793	428,0,3053	1346,1179,578	2805,1931,974	135	69	1	1.0	0.204,NA,0.231	0.197,0.238,0.233	-0.005
166	"RASAL2"	"RASAL2"	chr1	+	178456699	178456899	178456720	178456899	178454446	178454648	166	0,0,1	0,0,0	0,1,0	1,0,1	90	69	1	1.0	NA,NA,1.0	0.0,1.0,0.0	0.667
167	"CD14"	"CD14"	chr5	-	140633068	140633292	140633068	140633192	140633530	140633701	167	0,0,12	0,0,1	0,9,1	0,1,0	138	69	1	1.0	NA,NA,0.857	NA,0.818,1.0	-0.052
168	"AFTPH"	"AFTPH"	chr2	+	64581099	64581273	64581189	64581273	64579485	64579546	168	8,0,3	0,0,17	0,0,0	11,23,5	138	69	1	1.0	1.0,NA,0.081	0.0,0.0,0.0	0.54
169	"AFTPH"	"AFTPH"	chr2	+	64591884	64593004	64591887	64593004	64585421	64585545	169	33,0,32	2,0,9	129,57,35	20,30,13	72	69	1	1.0	0.941,NA,0.773	0.861,0.645,0.721	0.115
171	"PPP2R2D"	"PPP2R2D"	chr10	+	131943967	131944145	131944094	131944145	131940581	131940694	171	85,0,448	0,0,18	807,538,203	14,21,6	138	69	1	1.0	1.0,NA,0.926	0.966,0.928,0.944	0.017
172	"APPL2"	"APPL2"	chr12	-	105207970	105208047	105207970	105208029	105208157	105208199	172	0,0,2	2,0,18	16,2,0	77,40,28	87	69	1	1.0	0.0,NA,0.081	0.141,0.038,0.0	-0.019
175	"KIAA1586"	"KIAA1586"	chr6	+	57047312	57047396	57047334	57047396	57046531	57046776	175	0,0,27	0,0,1	29,34,13	0,4,0	91	69	1	1.0	NA,NA,0.953	1.0,0.866,1.0	-0.002
195	"C6orf223"	"C6orf223"	chr6	+	44000973	44001143	44001016	44001143	44000584	44000700	195	0,0,5	0,0,0	1,0,4	0,0,3	112	69	1	1.0	NA,NA,1.0	1.0,NA,0.451	0.274
197	"LYRM4-AS1"	"LYRM4-AS1"	chr6	+	5042505	5043589	5042587	5043589	5021380	5021473	197	6,0,2	0,0,0	12,6,0	0,1,0	138	69	1	1.0	1.0,NA,1.0	1.0,0.75,NA	0.125
199	"MAP2"	"MAP2"	chr2	+	209680749	209680827	209680752	209680827	209678571	209678685	199	19,0,17	7,0,5	31,10,16	5,1,7	72	69	1	1.0	0.722,NA,0.765	0.856,0.906,0.687	-0.073
201	"MAP2"	"MAP2"	chr2	+	209692624	209696350	209692636	209696350	209680749	209680827	201	15,0,4	0,0,0	8,5,3	20,0,3	81	69	1	1.0	1.0,NA,1.0	0.254,1.0,0.46	0.429
202	"MAP2"	"MAP2"	chr2	+	209700276	209700338	209700279	209700338	209680749	209680827	202	8,0,4	0,0,0	30,7,10	2,0,0	72	69	1	1.0	1.0,NA,1.0	0.935,1.0,1.0	0.022
205	"MAP2"	"MAP2"	chr2	+	209692624	209696350	209692636	209696350	209690602	209690848	205	3,0,3	0,0,0	8,0,3	1,0,0	81	69	1	1.0	1.0,NA,1.0	0.872,NA,1.0	0.064
206	"MAP2"	"MAP2"	chr2	+	209696916	209697051	209696919	209697051	209696541	209696748	206	6,0,5	0,0,2	6,2,0	0,0,0	72	69	1	1.0	1.0,NA,0.706	1.0,1.0,NA	-0.147
208	"ATXN7L3"	"ATXN7L3"	chr17	-	44196033	44196100	44196033	44196079	44196395	44196418	208	26,0,26	8,0,278	22,18,26	200,118,139	90	69	1	1.0	0.714,NA,0.067	0.078,0.105,0.125	0.288
210	"PHYKPL"	"PHYKPL"	chr5	-	178222354	178222580	178222354	178222492	178222851	178222934	210	19,0,34	0,0,1	80,15,38	0,0,1	138	69	1	1.0	1.0,NA,0.944	1.0,1.0,0.95	-0.011
211	"DENND10"	"DENND10"	chr10	+	119107947	119108164	119107967	119108164	119104112	119104197	211	0,0,40	0,0,3	40,19,8	0,2,1	89	69	1	1.0	NA,NA,0.912	1.0,0.88,0.861	-0.002
212	"DENND10"	"DENND10"	chr10	+	119107947	119108164	119107967	119108164	119105310	119105495	212	0,0,8	0,0,1	11,8,4	0,0,0	89	69	1	1.0	NA,NA,0.861	1.0,1.0,1.0	-0.139
213	"KIAA1191"	"KIAA1191"	chr5	-	176350612	176350737	176350612	176350732	176359480	176359567	213	2,0,24	0,0,4	6,13,17	0,0,0	74	69	1	1.0	1.0,NA,0.848	1.0,1.0,1.0	-0.076
214	"KIAA1191"	"KIAA1191"	chr5	-	176350612	176350737	176350612	176350732	176359810	176359918	214	2,0,23	0,0,0	3,13,13	2,0,0	74	69	1	1.0	1.0,NA,1.0	0.583,1.0,1.0	0.139
218	"TMEM71"	"TMEM71"	chr8	-	132746941	132747114	132746941	132747057	132751784	132751997	218	17,0,89	0,0,1	83,33,46	0,5,1	126	69	1	1.0	1.0,NA,0.98	1.0,0.783,0.962	0.075
223	"TP53INP2"	"TP53INP2"	chr20	+	34708690	34708863	34708708	34708863	34705357	34705474	223	0,0,44	0,0,12	37,19,3	8,0,0	87	69	1	1.0	NA,NA,0.744	0.786,1.0,1.0	-0.185
229	"ATP5MC2"	"ATP5MC2"	chr12	-	53669870	53670114	53669870	53669948	53672575	53672645	229	7,0,23	14,11,236	52,47,21	282,248,131	138	69	0.166780434613	1.0	0.2,0.0,0.046	0.084,0.087,0.074	0.0
232	"RUBCNL"	"RUBCNL"	chr13	-	46371940	46372597	46371940	46372210	46377889	46378005	232	0,0,0	7,0,0	0,2,1	0,0,0	138	69	1	1.0	0.0,NA,NA	NA,1.0,1.0	-1.0
238	"PDHA1"	"PDHA1"	chrX	+	19351259	19351407	19351280	19351407	19349936	19350110	238	0,0,0	0,0,19	0,1,0	38,11,12	90	69	1	1.0	NA,NA,0.0	0.0,0.065,0.0	-0.022
240	"TTC39B"	"TTC39B"	chr9	-	15210087	15210164	15210087	15210158	15211265	15211397	240	112,0,176	2,0,0	510,279,169	0,0,0	75	69	1	1.0	0.981,NA,1.0	1.0,1.0,1.0	-0.01
242	"STUB1"	"STUB1"	chr16	+	681062	681350	681151	681350	680409	680684	242	0,0,1	24,0,257	4,0,4	218,95,73	138	69	1	1.0	0.0,NA,0.002	0.009,0.0,0.027	-0.011
243	"ABTB1"	"ABTB1"	chr3	+	127674344	127674418	127674390	127674418	127672937	127673081	243	21,0,158	54,0,519	75,54,140	467,279,327	115	69	1	1.0	0.189,NA,0.154	0.088,0.104,0.204	0.039
252	"ZNF286A"	"ZNF286A"	chr17	+	15715999	15720786	15716058	15720786	15708154	15708247	252	0,0,6	0,0,0	0,0,1	0,0,2	128	69	1	1.0	NA,NA,1.0	NA,NA,0.212	0.788
254	"MAP4"	"MAP4"	chr3	-	47850694	47853039	47850694	47852938	47853162	47853352	254	8,0,14	3,0,8	9,15,7	0,0,1	138	69	1	1.0	0.571,NA,0.467	1.0,1.0,0.778	-0.407
257	"NET1"	"NET1"	chr10	+	5452824	5452920	5452857	5452920	5452357	5452525	257	0,0,4	3,0,46	2,6,7	106,53,19	102	69	1	1.0	0.0,NA,0.056	0.013,0.071,0.2	-0.067
259	"RBM48"	"RBM48"	chr7	+	92534237	92534970	92534401	92534970	92532403	92532549	259	2,0,0	0,0,1	0,2,0	0,5,2	138	69	1	1.0	1.0,NA,0.0	NA,0.167,0.0	0.416
261	"RBM7"	"RBM7"	chr11	+	114405705	114405799	114405708	114405799	114402827	114402915	261	0,0,23	0,0,12	33,28,2	8,13,2	72	69	1	1.0	NA,NA,0.647	0.798,0.674,0.489	-0.007
263	"PRMT9"	"PRMT9"	chr4	-	147670640	147670743	147670640	147670708	147672958	147673126	263	0,2,1	0,0,2	0,4,4	0,3,3	104	69	1	1.0	NA,1.0,0.249	NA,0.469,0.469	0.156
264	"CCNI"	"CCNI"	chr4	-	77055149	77055380	77055149	77055301	77055961	77056102	264	152,6,957	0,0,0	1389,923,710	8,0,0	138	69	1	1.0	1.0,1.0,1.0	0.989,1.0,1.0	0.004
265	"CCNI"	"CCNI"	chr4	-	77055961	77056102	77055961	77056100	77056248	77056323	265	173,0,315	0,0,0	518,266,340	0,0,1	71	69	1	1.0	1.0,NA,1.0	1.0,1.0,0.997	0.001
266	"CCNI"	"CCNI"	chr4	-	77066248	77066405	77066248	77066401	77075471	77075972	266	121,0,1264	0,0,2	512,369,877	0,0,1	73	69	1	1.0	1.0,NA,0.998	1.0,1.0,0.999	-0.001
267	"ZNF607"	"ZNF607"	chr19	-	37707913	37708012	37707913	37708009	37709695	37709822	267	0,0,1	0,0,0	0,2,0	0,12,0	72	69	1	1.0	NA,NA,1.0	NA,0.138,NA	0.862
269	"VDAC1"	"VDAC1"	chr5	-	133992945	133993018	133992945	133993015	134004646	134004768	269	5,9,42	0,0,2	18,12,7	0,5,0	72	69	0.148373911071	1.0	1.0,1.0,0.953	1.0,0.697,1.0	0.085
271	"OCIAD2"	"OCIAD2"	chr4	-	48904483	48904634	48904483	48904611	48906657	48906828	271	0,0,0	2,0,4	0,1,0	0,8,6	92	69	1	1.0	0.0,NA,0.0	NA,0.086,0.0	-0.043
281	"TRMT11"	"TRMT11"	chr6	+	126010924	126011417	126011252	126011417	126008391	126008472	281	8,0,0	0,0,7	0,3,0	3,4,1	138	69	1	1.0	1.0,NA,0.0	0.0,0.273,0.0	0.409
282	"TRMT11"	"TRMT11"	chr6	+	126010924	126011417	126011252	126011417	126008656	126008745	282	0,0,0	0,0,1	0,3,0	0,4,1	138	69	1	1.0	NA,NA,0.0	NA,0.273,0.0	-0.137
286	"AP4E1"	"AP4E1"	chr15	+	50915424	50915571	50915447	50915571	50912077	50912149	286	6,0,3	0,0,14	0,0,2	24,23,9	92	69	1	1.0	1.0,NA,0.138	0.0,0.0,0.143	0.521
287	"RYK"	"RYK"	chr3	-	134191848	134191983	134191848	134191974	134195081	134195182	287	7,0,76	24,0,17	182,229,55	110,115,19	78	69	1	1.0	0.205,NA,0.798	0.594,0.638,0.719	-0.149
288	"FPGT"	"FPGT"	chr1	+	74204390	74208702	74205207	74208702	74201317	74201410	288	0,0,40	0,0,0	86,31,11	2,0,0	138	69	1	1.0	NA,NA,1.0	0.956,1.0,1.0	0.015
289	"FPGT"	"FPGT"	chr1	+	74204390	74208702	74205218	74208702	74201317	74201410	289	0,0,39	0,0,0	86,35,11	8,0,0	138	69	1	1.0	NA,NA,1.0	0.843,1.0,1.0	0.052
290	"FPGT"	"FPGT"	chr1	+	74205207	74208702	74205218	74208702	74201317	74201410	290	0,0,1	0,0,0	2,4,0	8,0,0	80	69	1	1.0	NA,NA,1.0	0.177,1.0,NA	0.411
291	"TPT1"	"TPT1"	chr13	-	45333470	45337553	45333470	45337388	45338659	45338776	291	12,0,213	841,53,2893	262,123,40	8741,5140,1644	138	69	2.55399742388e-06	0.0030328719408575	0.007,0.0,0.036	0.015,0.012,0.012	0.001
292	"XXYLT1-AS2"	"XXYLT1-AS2"	chr3	+	195152241	195152856	195152256	195152856	195147870	195148105	292	0,0,3	0,0,34	2,0,0	40,37,4	84	69	1	1.0	NA,NA,0.068	0.039,0.0,0.0	0.055
293	"TMEM44-AS1"	"TMEM44-AS1"	chr3	+	194589020	194589142	194589024	194589142	194584267	194584448	293	0,0,1	0,0,1	0,0,0	0,0,2	73	69	1	1.0	NA,NA,0.486	NA,NA,0.0	0.486
299	"MEFV"	"MEFV"	chr16	-	3243859	3244067	3243859	3243892	3244253	3244286	299	0,0,2	26,0,1	0,0,0	3,8,0	138	69	1	1.0	0.0,NA,0.5	0.0,0.0,NA	0.25
303	"CDKN1A"	"CDKN1A"	chr6	+	36685451	36687332	36685750	36687332	36684096	36684546	303	2,0,224	279,0,1582	78,172,61	1120,1344,725	138	69	1	1.0	0.004,NA,0.066	0.034,0.06,0.04	-0.01
310	"SRPK1"	"SRPK1"	chr6	-	35890894	35891041	35890894	35891013	35920467	35920528	310	0,0,4	0,0,5	0,2,3	11,8,6	97	69	1	1.0	NA,NA,0.363	0.0,0.151,0.262	0.225
311	"C9orf116"	"C9orf116"	chr9	-	135495180	135495615	135495180	135495569	135498584	135498663	311	0,0,5	0,0,0	6,1,0	0,0,2	115	69	1	1.0	NA,NA,1.0	1.0,1.0,0.0	0.333
315	"RPL28"	"RPL28"	chr19	+	55388242	55392083	55391553	55392083	55387929	55388048	315	211,55,584	0,0,1	626,729,222	8,5,0	138	69	0.571511767065	1.0	1.0,1.0,0.997	0.975,0.986,1.0	0.012
317	"MRPS31P5"	"MRPS31P5"	chr13	-	52169986	52170099	52169986	52170056	52171157	52171248	317	0,0,3	0,0,2	5,8,0	0,0,0	112	69	1	1.0	NA,NA,0.48	1.0,1.0,NA	-0.52
326	"ZNF302"	"ZNF302"	chr19	+	34683151	34683238	34683154	34683238	34682776	34682897	326	5,0,0	0,0,1	0,4,1	2,4,0	72	69	1	1.0	1.0,NA,0.0	0.0,0.489,1.0	0.004
333	"PXK"	"PXK"	chr3	+	58412900	58412963	58412903	58412963	58410089	58410159	333	8,0,66	0,0,14	37,21,31	9,8,5	72	69	1	1.0	1.0,NA,0.819	0.798,0.716,0.856	0.119
335	"PXK"	"PXK"	chr3	+	58420535	58420568	58420538	58420568	58412900	58412963	335	0,0,2	0,0,1	10,2,0	0,0,1	72	69	1	1.0	NA,NA,0.657	1.0,1.0,0.0	-0.01
338	"ANKRD44"	"ANKRD44"	chr2	-	196986661	196990927	196986661	196989649	196993582	196993674	338	5,0,9	4,0,1	11,15,5	3,0,1	138	69	1	1.0	0.385,NA,0.818	0.647,1.0,0.714	-0.185
339	"ANKRD44"	"ANKRD44"	chr2	-	197088710	197088828	197088710	197088774	197089949	197090032	339	0,0,0	3,0,4	0,0,1	19,11,7	123	69	1	1.0	0.0,NA,0.0	0.0,0.0,0.074	-0.025
345	"PSMD2"	"PSMD2"	chr3	+	184301846	184302071	184301857	184302071	184301536	184301658	345	45,0,348	0,0,0	245,152,265	0,0,1	80	69	1	1.0	1.0,NA,1.0	1.0,1.0,0.996	0.001
346	"TOR1AIP1"	"TOR1AIP1"	chr1	+	179889309	179889369	179889312	179889369	179884691	179884769	346	0,0,0	0,0,8	2,4,0	6,8,11	72	69	1	1.0	NA,NA,0.0	0.242,0.324,0.0	-0.189
347	"PDIA5"	"PDIA5"	chr3	+	123146098	123146259	123146117	123146259	123145521	123145592	347	8,0,20	0,0,3	23,30,21	8,13,1	88	69	1	1.0	1.0,NA,0.839	0.693,0.644,0.943	0.16
354	"PAPOLA"	"PAPOLA"	chr14	+	96555846	96555947	96555849	96555947	96552479	96552622	354	89,0,189	6,0,12	500,317,120	39,15,7	72	69	1	1.0	0.934,NA,0.938	0.925,0.953,0.943	-0.004
355	"SHC1"	"SHC1"	chr1	-	154965945	154966080	154965945	154966077	154966161	154966231	355	7,0,28	2,0,20	33,21,55	3,8,25	72	69	1	1.0	0.77,NA,0.573	0.913,0.716,0.678	-0.098
361	"TATDN3"	"TATDN3"	chr1	+	212812226	212812328	212812247	212812328	212807735	212807848	361	2,0,5	0,0,3	3,6,0	5,6,1	90	69	1	1.0	1.0,NA,0.561	0.315,0.434,0.0	0.531
362	"TATDN3"	"TATDN3"	chr1	+	212812226	212812328	212812250	212812328	212807735	212807848	362	2,0,5	0,0,4	3,6,0	14,6,1	93	69	1	1.0	1.0,NA,0.481	0.137,0.426,0.0	0.553
363	"TATDN3"	"TATDN3"	chr1	+	212812247	212812328	212812250	212812328	212807735	212807848	363	0,0,3	0,0,4	5,6,1	14,6,1	72	69	1	1.0	NA,NA,0.418	0.255,0.489,0.489	0.007
