ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2431	"ATP6V1E1"	"ATP6V1E1"	chr22	-	17598193	17598456	17598193	17598288	17598375	17598456	2431	5,44,39	0,2,0	54,98,28	20,9,0	138	69	8.75802474214e-05	0.006638346051170711	1.0,0.917,1.0	0.574,0.845,1.0	0.166
2463	"CS"	"CS"	chr12	-	56274776	56275048	56274776	56274878	56275001	56275048	2463	4,6,6	2,29,20	0,4,2	56,12,29	138	69	0.00137971879938	0.04051750128650482	0.5,0.094,0.13	0.0,0.143,0.033	0.183
2510	"TLN1"	"TLN1"	chr9	-	35720433	35720913	35720433	35720508	35720811	35720913	2510	103,1389,1558	4,25,27	1043,743,2562	94,21,52	138	69	3.02337604864e-05	0.003261176203234954	0.928,0.965,0.967	0.847,0.946,0.961	0.035
2527	"MAP4"	"MAP4"	chr3	-	47870857	47871286	47870857	47871105	47871226	47871286	2527	0,6,4	3,6,18	1,0,0	2,37,6	138	69	0.000282672573852	0.014283878078701516	0.0,0.333,0.1	0.2,0.0,0.0	0.078
2529	"TRIOBP"	"TRIOBP"	chr22	+	37754915	37755190	37754915	37754984	37755100	37755190	2529	3,6,8	9,19,31	0,2,4	49,12,18	138	69	0.00210567537486	0.04962492931760395	0.143,0.136,0.114	0.0,0.077,0.1	0.072
2663	"LRCH4"	"LRCH4"	chr7	-	100577821	100578316	100577821	100577912	100578158	100578316	2663	0,2,10	3,15,28	2,0,0	53,23,26	138	69	4.23367017203e-05	0.0042114500013270524	0.0,0.062,0.152	0.019,0.0,0.0	0.065
2676	"NRDC"	"NRDC"	chr1	-	51789193	51789661	51789193	51789433	51789563	51789661	2676	8,2,11	0,0,0	56,13,3	9,5,0	138	69	2.64972317277e-06	0.0007077284417174728	1.0,1.0,1.0	0.757,0.565,1.0	0.226
2688	"PIK3CD"	"PIK3CD"	chr1	+	9720433	9720909	9720433	9720661	9720744	9720909	2688	0,1,3	4,2,1	1,2,1	0,0,0	138	69	1.99753658059e-10	3.7347275601764366e-07	0.0,0.2,0.6	1.0,1.0,1.0	-0.733
2734	"UBL4A"	"UBL4A"	chrX	-	154486231	154486615	154486231	154486333	154486536	154486615	2734	23,207,121	74,537,525	47,103,182	697,382,549	138	69	0.00176296095069	0.04620770080570192	0.135,0.162,0.103	0.033,0.119,0.142	0.035
2750	"SFPQ"	"SFPQ"	chr1	-	35186946	35187251	35186946	35187122	35187202	35187251	2750	0,15,20	2,41,25	0,4,1	16,45,31	138	69	1.01113514694e-06	0.00039794809085656735	0.0,0.155,0.286	0.0,0.043,0.016	0.127
2772	"TAF6"	"TAF6"	chr7	-	100113509	100113954	100113509	100113769	100113867	100113954	2772	0,2,0	12,15,13	3,5,5	20,9,19	138	69	0.000299243805652	0.014723320227211123	0.0,0.062,0.0	0.07,0.217,0.116	-0.114
2773	"TAF11"	"TAF11"	chr6	-	34879966	34880348	34879966	34880063	34880288	34880348	2773	0,1,2	4,21,20	1,12,3	31,24,8	138	69	0.0015103030519	0.0419275261914666	0.0,0.023,0.048	0.016,0.2,0.158	-0.101
2779	"SIN3B"	"SIN3B"	chr19	+	16863273	16863796	16863273	16863362	16863679	16863796	2779	1,5,8	0,0,4	0,3,0	4,1,1	138	69	0.000266294282802	0.013703161763636864	1.0,1.0,0.5	0.0,0.6,0.0	0.633
2784	"BIN2"	"BIN2"	chr12	-	51287883	51288188	51287883	51288029	51288107	51288188	2784	20,70,84	0,0,0	72,91,69	6,5,1	138	69	4.58762827843e-05	0.004405556577274414	1.0,1.0,1.0	0.857,0.901,0.972	0.09
2786	"BIN2"	"BIN2"	chr12	-	51302019	51302780	51302019	51302115	51302517	51302780	2786	45,264,264	38,263,169	375,298,258	586,476,257	138	69	0.000206431352961	0.011695691502608577	0.372,0.334,0.439	0.242,0.238,0.334	0.11
2815	"ATF2"	"ATF2"	chr2	-	175117989	175118364	175117989	175118118	175118204	175118364	2815	6,20,12	0,1,0	11,47,13	12,2,0	138	69	0.000790472457017	0.029756778600056065	1.0,0.909,1.0	0.314,0.922,1.0	0.224
2833	"RGS14"	"RGS14"	chr5	+	177367413	177367750	177367413	177367557	177367713	177367750	2833	0,6,3	2,5,3	0,1,0	3,7,1	138	69	0.000104899056262	0.007447832994602	0.0,0.375,0.333	0.0,0.067,0.0	0.214
2892	"SGSM3"	"SGSM3"	chr22	+	40407200	40407593	40407200	40407328	40407412	40407593	2892	0,4,10	16,9,34	0,1,4	84,16,24	138	69	0.00062063653632	0.02504424699438043	0.0,0.182,0.128	0.0,0.03,0.077	0.068
296	"FXYD3"	"FXYD3"	chr19	+	35122764	35122954	35122764	35122839	35122917	35122954	296	4,3,2	1,13,24	0,1,0	13,16,3	138	69	0.00177388154894	0.04627768189769516	0.667,0.103,0.04	0.0,0.03,0.0	0.26
3068	"NCKAP1L"	"NCKAP1L"	chr12	+	54518943	54519332	54518943	54518972	54519186	54519332	3068	0,4,14	26,22,27	0,2,0	39,24,23	138	69	1.95178383716e-05	0.002606560843483438	0.0,0.083,0.206	0.0,0.04,0.0	0.083
3111	"SNCA"	"SNCA"	chr4	-	89836742	89837161	89836742	89836789	89836961	89837161	3111	8,80,44	4,5,3	44,45,146	0,0,1	138	69	6.38939288278e-06	0.0010724254755257224	0.5,0.889,0.88	1.0,1.0,0.986	-0.239
3117	"MPND"	"MPND"	chr19	+	4357339	4357585	4357339	4357421	4357514	4357585	3117	0,4,5	6,2,6	0,0,0	2,9,4	138	69	6.14783117026e-05	0.005146744034923632	0.0,0.5,0.294	0.0,0.0,0.0	0.265
3127	"LGALS12"	"LGALS12"	chr11	+	63507986	63508641	63507986	63508041	63508552	63508641	3127	19,56,50	0,1,9	24,54,51	37,39,6	138	69	0.000223539968013	0.012019648498048848	1.0,0.966,0.735	0.245,0.409,0.81	0.412
319	"SAMD9L"	"SAMD9L"	chr7	-	93145384	93146040	93145384	93145532	93145908	93146040	319	1,4,8	4,2,0	5,9,1	0,0,1	138	69	0.000941535447409	0.032201660515348056	0.111,0.5,1.0	1.0,1.0,0.333	-0.241
3197	"COPZ1"	"COPZ1"	chr12	+	54342877	54343316	54342877	54342999	54343224	54343316	3197	4,3,7	0,0,1	6,10,8	6,1,4	138	69	2.98159126406e-05	0.003261176203234954	1.0,1.0,0.778	0.333,0.833,0.5	0.371
3221	"OSGEP"	"OSGEP"	chr14	-	20448901	20449266	20448901	20449013	20449170	20449266	3221	0,5,11	2,13,20	2,0,5	63,17,41	138	69	6.53556799567e-05	0.00539088248348721	0.0,0.161,0.216	0.016,0.0,0.057	0.101
3238	"CTSA"	"CTSA"	chr20	+	45892724	45893145	45892724	45892880	45893039	45893145	3238	44,461,999	0,1,2	242,780,560	16,8,0	138	69	0.000442314418431	0.01969001248396412	1.0,0.996,0.996	0.883,0.98,1.0	0.043
3334	"ACD"	"ACD"	chr16	-	67658927	67659411	67658927	67659079	67659228	67659411	3334	0,2,1	7,26,22	6,11,1	44,32,16	138	69	0.00108241347804	0.034649254198605456	0.0,0.037,0.022	0.064,0.147,0.03	-0.061
3373	"UBR4"	"UBR4"	chr1	-	19145792	19146106	19145792	19145933	19146022	19146106	3373	0,0,4	4,1,1	5,0,4	0,2,0	138	69	0.00148948895098	0.04178710767921667	0.0,0.0,0.667	1.0,0.0,1.0	-0.444
343	"TCF3"	"TCF3"	chr19	-	1609291	1611849	1609291	1611369	1611703	1611849	343	3,1,11	0,0,1	0,13,5	10,1,0	138	69	0.00140393245949	0.04101383940249693	1.0,1.0,0.846	0.0,0.867,1.0	0.326
3452	"PTPRA"	"PTPRA"	chr20	+	2986764	2987131	2986764	2986849	2987079	2987131	3452	0,4,12	4,0,3	15,7,3	0,0,0	138	69	5.52119095173e-05	0.004829258377639228	0.0,1.0,0.667	1.0,1.0,1.0	-0.444
3463	"ZFAND1"	"ZFAND1"	chr8	-	81714598	81714895	81714598	81714659	81714803	81714895	3463	5,18,11	0,2,1	12,19,3	12,13,0	138	69	0.0020069768186	0.048313875431448064	1.0,0.818,0.846	0.333,0.422,1.0	0.303
3503	"ZSWIM8"	"ZSWIM8"	chr10	+	73793864	73794210	73793864	73794044	73794146	73794210	3503	1,0,6	1,2,8	0,0,1	2,2,9	138	69	0.00205854498995	0.04913352701544489	0.333,0.0,0.273	0.0,0.0,0.053	0.184
3507	"SNAP23"	"SNAP23"	chr15	+	42512954	42513209	42512954	42512996	42513173	42513209	3507	2,15,34	0,3,5	26,36,19	0,2,0	138	69	0.000585339349784	0.023791075456075766	1.0,0.714,0.773	1.0,0.9,1.0	-0.138
3534	"RBM5"	"RBM5"	chr3	+	50106766	50107087	50106766	50106864	50107017	50107087	3534	0,0,2	13,14,24	7,6,2	36,12,5	138	69	5.24824471279e-05	0.0047892943327669255	0.0,0.0,0.04	0.089,0.2,0.167	-0.139
3659	"TRIQK"	"TRIQK"	chr8	-	92891988	92892292	92891988	92892074	92892253	92892292	3659	3,34,38	0,0,1	157,84,22	8,3,2	138	69	0.000963047536787	0.0327377795990199	1.0,1.0,0.95	0.908,0.933,0.846	0.088
3666	"RINT1"	"RINT1"	chr7	+	105548555	105548967	105548555	105548710	105548828	105548967	3666	1,1,1	3,2,0	2,2,1	0,0,0	138	69	3.55896706172e-06	0.0007799007383584335	0.143,0.2,1.0	1.0,1.0,1.0	-0.552
3708	"LRMP"	"LRMP"	chr12	+	25079246	25079462	25079246	25079294	25079397	25079462	3708	2,17,27	0,0,0	30,32,15	9,0,0	138	69	0.000564138588934	0.023791075456075766	1.0,1.0,1.0	0.625,1.0,1.0	0.125
3755	"TBC1D17"	"TBC1D17"	chr19	+	49881716	49882152	49881716	49881832	49882040	49882152	3755	0,8,3	4,0,7	2,3,5	0,0,0	138	69	4.72912729754e-07	0.0002947297223544651	0.0,1.0,0.176	1.0,1.0,1.0	-0.608
3779	"BZW1"	"BZW1"	chr2	+	200815351	200815761	200815351	200815517	200815666	200815761	3779	3,35,35	59,130,155	3,32,33	398,211,112	138	69	0.00187260930428	0.046409680146349996	0.025,0.119,0.101	0.004,0.07,0.128	0.014
3781	"STX4"	"STX4"	chr16	+	31034012	31034291	31034012	31034114	31034203	31034291	3781	0,0,1	2,3,3	8,5,1	12,1,4	138	69	0.000135524410111	0.008848795014713874	0.0,0.0,0.143	0.25,0.714,0.111	-0.311
3782	"STX4"	"STX4"	chr16	+	31034012	31034291	31034012	31034114	31034225	31034291	3782	0,1,1	6,39,44	8,12,1	34,47,46	138	69	4.2797762538e-05	0.0042114500013270524	0.0,0.013,0.011	0.105,0.113,0.011	-0.068
379	"GSTK1"	"GSTK1"	chr7	+	143264991	143265296	143264991	143265092	143265260	143265296	379	3,34,50	87,134,214	9,35,42	345,297,306	138	69	0.000137251767923	0.008848795014713874	0.017,0.113,0.105	0.013,0.056,0.064	0.034
3809	"ATF4"	"ATF4"	chr22	+	39520558	39521671	39520558	39520749	39521353	39521671	3809	51,152,181	0,0,1	108,219,161	8,5,0	138	69	0.0011539247521	0.03595409244760934	1.0,1.0,0.989	0.871,0.956,1.0	0.054
382	"MCM7"	"MCM7"	chr7	-	100099022	100099403	100099022	100099203	100099278	100099403	382	8,2,3	12,42,23	0,0,2	45,27,19	138	69	0.000292118105176	0.014499915503824637	0.25,0.023,0.061	0.0,0.0,0.05	0.095
3867	"NUP98"	"NUP98"	chr11	-	3778983	3779257	3778983	3779049	3779155	3779257	3867	6,5,4	7,36,36	2,1,1	32,51,17	138	69	0.000583000283245	0.023791075456075766	0.3,0.065,0.053	0.03,0.01,0.029	0.116
3885	"TMEM214"	"TMEM214"	chr2	+	27037814	27038237	27037814	27037892	27038145	27038237	3885	0,4,3	4,1,3	5,3,6	0,0,2	138	69	7.4559029954e-05	0.0059332066467871	0.0,0.667,0.333	1.0,1.0,0.6	-0.533
3893	"TENT2"	"TENT2"	chr5	+	79612416	79613075	79612416	79612691	79613010	79613075	3893	9,25,33	0,0,0	54,21,23	10,0,0	138	69	0.000118618624017	0.008213973606313	1.0,1.0,1.0	0.73,1.0,1.0	0.09
3940	"HERC4"	"HERC4"	chr10	-	68038092	68038532	68038092	68038169	68038430	68038532	3940	4,2,4	0,0,0	3,8,4	5,0,3	138	69	4.38032916694e-06	0.0008774737963345165	1.0,1.0,1.0	0.231,1.0,0.4	0.456
4	"MLC1"	"MLC1"	chr22	-	50084725	50085426	50084725	50084961	50085354	50085426	4	6,5,28	19,30,171	11,0,7	146,46,58	138	69	0.00182325134149	0.046409680146349996	0.136,0.077,0.076	0.036,0.0,0.057	0.065
4015	"ACP1"	"ACP1"	chr2	+	271865	272146	271865	271939	272036	272146	4015	0,69,70	75,314,284	29,69,31	694,413,175	138	69	0.00106436293417	0.034649254198605456	0.0,0.099,0.11	0.02,0.077,0.081	0.01
4066	"RASGRP2"	"RASGRP2"	chr11	-	64739359	64739803	64739359	64739476	64739635	64739803	4066	20,60,68	66,323,366	27,55,48	699,318,219	138	69	0.000340875943027	0.01593310970365369	0.132,0.085,0.085	0.019,0.08,0.099	0.035
4082	"LINC01089"	"LINC01089"	chr12	-	121795266	121796242	121795266	121795533	121796190	121796242	4082	25,112,82	0,0,1	141,129,77	2,11,0	138	69	0.000573822152292	0.023791075456075766	1.0,1.0,0.976	0.972,0.854,1.0	0.05
4145	"ADCY3"	"ADCY3"	chr2	-	24827545	24828023	24827545	24827608	24827901	24828023	4145	2,17,15	23,41,90	2,2,18	157,47,121	138	69	0.000163103868804	0.010053292309028967	0.042,0.172,0.077	0.006,0.021,0.069	0.065
4185	"IDS"	"IDS"	chrX	-	149504156	149504509	149504156	149504293	149504397	149504509	4185	11,19,24	0,0,0	8,16,54	8,1,1	138	69	0.000126721927544	0.00866197346259625	1.0,1.0,1.0	0.333,0.889,0.964	0.271
42	"RHBDF2"	"RHBDF2"	chr17	-	76487711	76488132	76487711	76487851	76487973	76488132	42	2,4,24	0,9,2	22,24,8	0,2,0	138	69	0.00188329546553	0.046409680146349996	1.0,0.182,0.857	1.0,0.857,1.0	-0.273
4293	"JMJD1C"	"JMJD1C"	chr10	-	63215262	63215617	63215262	63215455	63215548	63215617	4293	2,5,9	1,1,0	18,1,0	6,6,3	138	69	2.67763918704e-05	0.003261176203234954	0.5,0.714,1.0	0.6,0.077,0.0	0.512
430	"RAB24"	"RAB24"	chr5	-	177303171	177303744	177303171	177303320	177303406	177303744	430	8,21,28	6,1,4	10,18,22	0,0,0	138	69	1.73795260627e-06	0.0005734221275628488	0.4,0.913,0.778	1.0,1.0,1.0	-0.303
4354	"MADD"	"MADD"	chr11	+	47295495	47295765	47295495	47295579	47295717	47295765	4354	6,9,5	0,0,0	15,2,4	8,1,1	138	69	7.81365294689e-09	8.765355875821201e-06	1.0,1.0,1.0	0.484,0.5,0.667	0.45
4362	"CCDC14"	"CCDC14"	chr3	-	123956045	123956392	123956045	123956115	123956354	123956392	4362	1,1,1	15,10,9	16,5,1	37,30,11	138	69	0.00200217826642	0.048313875431448064	0.032,0.048,0.053	0.178,0.077,0.043	-0.055
4375	"AGL"	"AGL"	chr1	+	99875157	99875455	99875157	99875256	99875357	99875455	4375	0,1,0	4,19,23	13,1,2	31,16,20	138	69	5.78848962004e-05	0.004919339133152176	0.0,0.026,0.0	0.173,0.03,0.048	-0.075
4390	"PHF14"	"PHF14"	chr7	+	11061798	11062085	11061798	11061851	11061963	11062085	4390	12,4,7	0,0,0	0,18,0	15,6,2	138	69	6.02407013162e-13	3.378900936825658e-09	1.0,1.0,1.0	0.0,0.6,0.0	0.8
4401	"TECPR2"	"TECPR2"	chr14	+	102497468	102497719	102497468	102497482	102497569	102497719	4401	16,132,205	0,0,3	166,218,202	18,4,1	138	69	0.000218787164054	0.012019648498048848	1.0,1.0,0.972	0.822,0.965,0.99	0.065
4419	"TLK1"	"TLK1"	chr2	-	171049812	171050174	171049812	171049948	171050063	171050174	4419	33,60,64	0,0,0	284,138,21	8,9,0	138	69	0.00010411620067	0.007447832994602	1.0,1.0,1.0	0.947,0.885,1.0	0.056
4442	"USP4"	"USP4"	chr3	-	49311280	49311654	49311280	49311358	49311513	49311654	4442	1,9,12	0,0,2	0,17,5	10,3,0	138	69	0.00107719533613	0.034649254198605456	1.0,1.0,0.75	0.0,0.739,1.0	0.337
4446	"SLC37A1"	"SLC37A1"	chr21	+	42566984	42567420	42566984	42567058	42567331	42567420	4446	1,20,15	0,0,0	15,13,8	12,0,0	138	69	0.00165010937774	0.04492943446477505	1.0,1.0,1.0	0.385,1.0,1.0	0.205
4509	"ANAPC5"	"ANAPC5"	chr12	-	121331226	121331428	121331226	121331261	121331346	121331428	4509	10,15,29	0,0,0	37,15,24	6,3,2	138	69	1.99847781501e-06	0.0005899716875995311	1.0,1.0,1.0	0.755,0.714,0.857	0.225
4516	"SIN3A"	"SIN3A"	chr15	-	75409835	75410282	75409835	75409991	75410133	75410282	4516	13,15,19	27,65,80	4,39,10	250,142,62	138	69	0.00119712339525	0.03629548715652568	0.194,0.103,0.106	0.008,0.121,0.075	0.066
4533	"ESAM"	"ESAM"	chr11	-	124758348	124758745	124758348	124758527	124758605	124758745	4533	10,25,25	0,1,0	60,37,38	10,0,2	138	69	0.000323344352422	0.015501183527649554	1.0,0.926,1.0	0.75,1.0,0.905	0.09
4599	"ALG13"	"ALG13"	chrX	+	111727355	111727770	111727355	111727445	111727613	111727770	4599	3,3,2	3,4,2	0,0,1	9,2,10	138	69	2.92948506646e-05	0.003261176203234954	0.333,0.273,0.333	0.0,0.0,0.048	0.297
4685	"CHD4"	"CHD4"	chr12	-	6583026	6583375	6583026	6583113	6583197	6583375	4685	3,30,15	8,67,72	9,1,2	109,61,43	138	69	1.07564518403e-08	1.0055489728707117e-05	0.158,0.183,0.094	0.04,0.008,0.023	0.121
4708	"HNRNPA2B1"	"HNRNPA2B1"	chr7	-	26196400	26196653	26196400	26196481	26196556	26196653	4708	9,197,161	64,591,547	50,193,204	762,709,850	138	69	0.000166532021132	0.010153022897058566	0.066,0.143,0.128	0.032,0.12,0.107	0.026
4739	"RNF214"	"RNF214"	chr11	+	117238600	117239111	117238600	117238646	117238905	117239111	4739	3,14,9	0,0,0	19,21,2	4,2,0	138	69	0.00145525944577	0.04178710767921667	1.0,1.0,1.0	0.704,0.84,1.0	0.152
4759	"CD40"	"CD40"	chr20	+	46121819	46122243	46121819	46121898	46122232	46122243	4759	1,8,31	12,21,99	6,6,7	226,25,23	138	69	5.59639498211e-05	0.004829258377639228	0.04,0.16,0.135	0.013,0.107,0.132	0.028
481	"TMEM120A"	"TMEM120A"	chr7	-	75988082	75988341	75988082	75988148	75988251	75988341	481	6,3,1	0,0,0	0,1,0	1,3,1	138	69	5.91615645362e-12	1.659186077417729e-08	1.0,1.0,1.0	0.0,0.143,0.0	0.952
4895	"ZNF185"	"ZNF185"	chrX	+	152920300	152920748	152920300	152920492	152920706	152920748	4895	3,79,130	21,115,168	70,98,135	53,72,107	138	69	0.000573101115585	0.023791075456075766	0.067,0.256,0.279	0.398,0.405,0.387	-0.196
4938	"COPS6"	"COPS6"	chr7	+	100089289	100089744	100089289	100089415	100089614	100089744	4938	0,2,1	13,40,24	0,12,2	28,27,21	138	69	0.00117158930439	0.03609078488627103	0.0,0.024,0.02	0.0,0.182,0.045	-0.061
4953	"EPOR"	"EPOR"	chr19	-	11382846	11383232	11382846	11383025	11383096	11383232	4953	4,34,16	0,0,0	15,8,49	4,0,4	138	69	0.000109541760172	0.007680246660059351	1.0,1.0,1.0	0.652,1.0,0.86	0.163
5045	"ZMYM2"	"ZMYM2"	chr13	+	20059446	20059804	20059446	20059562	20059729	20059804	5045	9,21,30	0,1,1	44,62,14	4,8,2	138	69	0.000455414427625	0.020113539563375	1.0,0.913,0.938	0.846,0.795,0.778	0.144
5058	"GET1"	"GET1"	chr21	+	39390697	39391476	39390697	39390863	39391226	39391476	5058	37,65,49	8,2,1	313,53,197	1,2,1	138	69	7.51038816049e-05	0.0059332066467871	0.698,0.942,0.961	0.994,0.93,0.99	-0.104
