ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3149	"MBNL1"	"MBNL1"	chr3	+	152299404	152300367	152268928	152269092	152432716	152432920	3149	1958,1,25291	16,0,32	36670,27070,23856	21,33,9	1032	69	2.86452535008e-05	0.018799613405100616	0.891,1.0,0.981	0.992,0.982,0.994	-0.032
3188	"MBNL1"	"MBNL1"	chr3	+	152335110	152335230	152300204	152300367	152414940	152415111	3188	28,1,762	260,3,2278	218,414,252	3991,1681,2126	189	69	2.98097546647e-10	1.1748813304534049e-06	0.038,0.108,0.109	0.02,0.082,0.041	0.037
32231	"MED12L"	"MED12L"	chr3	+	151159831	151160101	151158688	151158799	151163892	151164042	32231	38,4,437	0,0,0	644,384,247	14,9,1	339	69	5.55977818228e-06	0.005229990673101091	1.0,1.0,1.0	0.904,0.897,0.98	0.073
32684	"NUMB"	"NUMB"	chr14	-	73284080	73284374	73282358	73282505	73287109	73287314	32684	144,1,1202	10,0,6	1257,1526,385	0,1,3	363	69	2.0892228237e-05	0.014781321892009461	0.732,1.0,0.974	1.0,0.997,0.961	-0.084
32856	"PCMTD1"	"PCMTD1"	chr8	-	51860844	51861246	51845660	51845763	51898929	51899036	32856	1660,27,23946	10,0,112	17047,31775,6307	63,29,16	471	69	1.3214899971e-06	0.00165747148725158	0.961,1.0,0.969	0.975,0.994,0.983	-0.007
33166	"BCLAF1"	"BCLAF1"	chr6	-	136275531	136275701	136273081	136273187	136275842	136275989	33166	11,10,13	0,0,0	94,34,14	14,0,0	239	69	6.16042790019e-05	0.030775457354910277	1.0,1.0,1.0	0.66,1.0,1.0	0.113
34874	"NIN"	"NIN"	chr14	-	50756491	50758630	50754741	50754867	50759856	50760359	34874	796,6,10155	18,0,5	4961,3842,7169	2,1,2	2208	69	4.90924560121e-05	0.026469689927465474	0.58,1.0,0.984	0.987,0.992,0.991	-0.135
34898	"CREM"	"CREM"	chr10	+	35179133	35179276	35148367	35148491	35206894	35207051	34898	9,8,145	0,0,1	97,148,45	5,19,0	212	69	5.15683208735e-06	0.004997905701944958	1.0,1.0,0.979	0.863,0.717,1.0	0.133
35614	"RASSF5"	"RASSF5"	chr1	+	206585179	206585295	206584386	206584684	206586825	206589447	35614	56,2,36	0,0,0	25,55,9	8,1,1	185	69	7.82419041101e-06	0.006900080171684616	1.0,1.0,1.0	0.538,0.954,0.77	0.246
35771	"XRN2"	"XRN2"	chr20	+	21333703	21333837	21333543	21333618	21333936	21333994	35771	38,17,87	0,0,1	131,108,67	5,5,4	203	69	9.4701781279e-05	0.04345579867616292	1.0,1.0,0.967	0.899,0.88,0.851	0.112
3667	"SEPTIN6"	"SEPTIN6"	chrX	-	119625334	119625379	119616945	119620051	119629317	119629508	3667	291,6,2118	40,0,7	1908,633,1588	4,2,6	114	69	3.11032385403e-08	7.021991545812288e-05	0.815,1.0,0.995	0.997,0.995,0.994	-0.059
38123	"ATG4C"	"ATG4C"	chr1	+	62829039	62829176	62821138	62821209	62834037	62834116	38123	27,4,183	0,0,2	303,401,102	18,17,0	206	69	7.37550008999e-05	0.03588625867061428	1.0,1.0,0.968	0.849,0.888,1.0	0.077
38976	"CDC42SE2"	"CDC42SE2"	chr5	+	131315979	131316144	131264052	131264166	131359208	131359547	38976	669,1,3395	0,0,71	4091,2414,812	17,13,12	234	69	3.80639935937e-06	0.0039061270225854944	1.0,1.0,0.934	0.986,0.982,0.952	0.005
40545	"ANKRD12"	"ANKRD12"	chr18	+	9195552	9195698	9182381	9182519	9208656	9208803	40545	195,12,401	0,0,1	1065,1230,271	40,15,2	215	69	1.29094881429e-06	0.00165747148725158	1.0,1.0,0.992	0.895,0.963,0.978	0.052
40546	"ANKRD12"	"ANKRD12"	chr18	+	9195576	9195698	9182381	9182519	9208656	9208803	40546	182,12,398	0,0,1	918,1231,272	40,15,2	191	69	1.30859662106e-06	0.00165747148725158	1.0,1.0,0.993	0.892,0.967,0.98	0.051
40926	"RPS10-NUDT3"	"RPS10-NUDT3"	chr6	-	34293261	34293535	34287195	34288931	34295640	34295685	40926	30,1,734	0,0,4	522,402,684	8,17,10	343	69	5.47162499503e-05	0.02833247581142094	1.0,1.0,0.974	0.929,0.826,0.932	0.096
41912	"TPT1"	"TPT1"	chr13	-	45340711	45340820	45339993	45340184	45341041	45341284	41912	1256,44,2534	41,0,171	5774,4646,3679	165,150,22	178	69	3.59734852684e-05	0.02159978172376345	0.922,1.0,0.852	0.931,0.923,0.985	-0.022
42235	"ATG5"	"ATG5"	chr6	-	106280214	106280249	106279660	106279823	106293027	106293106	42235	0,0,1	28,2,22	12,60,4	87,135,26	104	69	1.53494009059e-07	0.00029873639190686267	0.0,0.0,0.029	0.084,0.228,0.093	-0.125
42539	"MBNL1"	"MBNL1"	chr3	+	152299404	152299631	152268928	152269092	152414940	152415111	42539	312,0,1712	923,1,8486	4273,1786,1982	5682,6026,1578	296	69	3.13019610232e-11	1.963015535678257e-07	0.073,0.0,0.045	0.149,0.065,0.226	-0.107
42616	"MBNL1"	"MBNL1"	chr3	+	152335110	152335230	152300195	152300367	152395985	152396224	42616	12,1,461	0,0,2	58,268,116	10,4,4	189	69	6.029392843e-06	0.005571386396409009	1.0,1.0,0.988	0.679,0.961,0.914	0.145
42676	"MBNL1"	"MBNL1"	chr3	+	152414912	152415111	152268928	152269092	152445281	152445539	42676	630,19,22568	6,0,78	4190,15741,5795	85,62,27	268	69	3.54086042316e-05	0.021489215391782102	0.964,1.0,0.987	0.927,0.985,0.982	0.019
42840	"CENPC"	"CENPC"	chr4	-	67537858	67537976	67530814	67530914	67539839	67539934	42840	0,0,0	1,8,3	6,14,4	0,9,1	187	69	4.75048689275e-09	1.48956794840946e-05	0.0,0.0,0.0	1.0,0.365,0.596	-0.654
44118	"ZNF385D"	"ZNF385D"	chr3	-	21510860	21511023	21436969	21437203	21563261	21563312	44118	89,10,585	0,0,2	1038,1513,422	49,12,1	232	69	9.54660799446e-06	0.007982731574996176	1.0,1.0,0.989	0.863,0.974,0.992	0.053
44361	"PLEKHJ1"	"PLEKHJ1"	chr19	-	2234149	2234255	2233997	2234061	2235761	2235828	44361	33,11,217	0,0,0	123,139,91	12,1,1	175	69	3.98053715764e-05	0.022929020763892603	1.0,1.0,1.0	0.802,0.982,0.973	0.081
44891	"PPA2"	"PPA2"	chr4	-	105456247	105456291	105453597	105453642	105456680	105456745	44891	12,0,8	48,6,30	123,92,21	158,129,22	113	69	8.17385858587e-06	0.007097550037616748	0.132,0.0,0.14	0.322,0.303,0.368	-0.24
4496	"HDAC1"	"HDAC1"	chr1	+	32302620	32302733	32292082	32292218	32316664	32316782	4496	25,4,499	0,0,26	285,239,185	0,1,2	182	69	2.08468451168e-07	0.00037955380168945444	1.0,1.0,0.879	1.0,0.989,0.972	-0.027
47417	"RSU1"	"RSU1"	chr10	-	16782033	16782083	16764389	16764510	16816972	16817084	47417	533,3,2228	14,0,67	7538,7133,979	86,98,23	119	69	3.42827140962e-05	0.021114380613615837	0.957,1.0,0.951	0.981,0.977,0.961	-0.004
48738	"FXYD5"	"FXYD5"	chr19	+	35160725	35160801	35158343	35158400	35164155	35164245	48738	248,13,5615	0,0,136	4680,4229,1826	185,197,56	145	69	3.06419262557e-05	0.019878861606873147	1.0,1.0,0.952	0.923,0.911,0.939	0.06
50468	"NAP1L1"	"NAP1L1"	chr12	-	76068852	76068994	76067370	76067473	76074202	76074239	50468	1199,1,17021	46,0,134	11762,7980,7151	62,35,20	211	69	5.53619372567e-11	2.60390258392117e-07	0.895,1.0,0.976	0.984,0.987,0.992	-0.031
50473	"NAP1L1"	"NAP1L1"	chr12	-	76068908	76068984	76067370	76067473	76074202	76074239	50473	2062,41,11591	46,0,134	15506,13850,9120	62,35,20	145	69	2.22044604925e-16	4.177473182190641e-12	0.955,1.0,0.976	0.992,0.995,0.995	-0.017
50475	"NAP1L1"	"NAP1L1"	chr12	-	76068908	76068989	76067370	76067473	76074202	76074239	50475	2261,41,11942	46,0,134	16308,14315,9455	62,35,20	150	69	4.4408920985e-16	5.0129678186287695e-12	0.958,1.0,0.976	0.992,0.995,0.995	-0.016
50477	"NAP1L1"	"NAP1L1"	chr12	-	76068908	76068991	76067370	76067473	76074202	76074239	50477	2314,41,12043	46,0,134	16663,14527,9635	62,35,20	152	69	4.4408920985e-16	5.0129678186287695e-12	0.958,1.0,0.976	0.992,0.995,0.995	-0.016
50479	"NAP1L1"	"NAP1L1"	chr12	-	76068908	76069015	76067370	76067473	76074202	76074239	50479	2470,41,12891	46,0,134	17976,15963,10492	62,35,20	176	69	0	0.0	0.955,1.0,0.974	0.991,0.994,0.995	-0.017
50481	"NAP1L1"	"NAP1L1"	chr12	-	76068908	76069059	76067370	76067473	76074202	76074239	50481	2470,41,12893	46,0,134	17980,15960,10492	62,35,20	220	69	0	0.0	0.944,1.0,0.968	0.989,0.993,0.994	-0.021
50514	"UBE2K"	"UBE2K"	chr4	+	39733358	39733475	39698135	39698390	39737419	39737513	50514	10,0,46	22,11,959	88,121,6	320,661,135	186	69	2.04092320627e-05	0.014781321892009461	0.144,0.0,0.017	0.093,0.064,0.016	-0.004
51612	"IRF2"	"IRF2"	chr4	-	184473968	184474259	184428977	184429070	184474378	184474550	51612	26,0,3	31,4,146	14,11,0	284,233,85	360	69	9.76932938487e-05	0.04411125758491581	0.138,0.0,0.004	0.009,0.009,0.0	0.041
52996	"GUCY1A1"	"GUCY1A1"	chr4	+	155713097	155713586	155708235	155708294	155717158	155717302	52996	534,4,7298	0,0,4	3356,2967,5999	10,29,29	558	69	1.1469214467e-09	3.807846669011453e-06	1.0,1.0,0.996	0.976,0.927,0.962	0.044
53493	"MDH2"	"MDH2"	chr7	+	76054829	76055063	76048105	76048226	76057409	76057493	53493	94,27,326	0,0,9	182,181,130	26,10,11	303	69	6.12012467138e-06	0.005571386396409009	1.0,1.0,0.892	0.615,0.805,0.729	0.248
54020	"GPD2"	"GPD2"	chr2	+	156470383	156470476	156436378	156436513	156476097	156476207	54020	34,0,37	106,1,380	4,12,30	411,177,445	162	69	5.28903745245e-08	0.00011056243068656683	0.12,0.0,0.04	0.004,0.028,0.028	0.033
55976	"PFDN5"	"PFDN5"	chr12	+	53296218	53296275	53295838	53295941	53297849	53297924	55976	23,8,170	0,0,0	162,172,129	7,6,4	126	69	0.000112057784931	0.04827979724649291	1.0,1.0,1.0	0.927,0.94,0.946	0.062
57063	"DDX6"	"DDX6"	chr11	-	118765208	118765296	118763211	118763306	118768222	118768352	57063	72,1,250	0,0,0	345,160,206	19,2,5	157	69	2.32394172694e-06	0.0026233119002044107	1.0,1.0,1.0	0.889,0.972,0.948	0.064
57064	"DDX6"	"DDX6"	chr11	-	118765208	118765317	118763211	118763306	118768222	118768352	57064	72,1,249	0,0,0	365,161,206	19,2,5	178	69	1.82039879959e-06	0.0021405235134928998	1.0,1.0,1.0	0.882,0.969,0.941	0.069
58307	"CDC14B"	"CDC14B"	chr9	-	96565392	96565452	96564776	96564852	96619218	96619843	58307	90,1,594	12,0,18	967,885,509	9,9,4	129	69	2.04460725695e-06	0.0023550954732554073	0.8,1.0,0.946	0.983,0.981,0.986	-0.068
58308	"CDC14B"	"CDC14B"	chr9	-	96565392	96565455	96564776	96564852	96619218	96619843	58308	90,1,640	12,0,18	1041,904,522	9,9,4	132	69	2.5532190745e-06	0.0028256125055657745	0.797,1.0,0.949	0.984,0.981,0.986	-0.068
58386	"PRC1"	"PRC1"	chr15	-	90981502	90981669	90980883	90981033	90981747	90981981	58386	4,9,12	0,0,0	30,26,9	14,1,0	236	69	4.46616068878e-05	0.024897032791134126	1.0,1.0,1.0	0.385,0.884,1.0	0.244
58499	"VDAC3"	"VDAC3"	chr8	+	42398687	42398864	42395083	42395133	42401787	42402015	58499	62,4,4415	0,0,22	285,4660,927	13,53,15	246	69	5.11359198185e-06	0.004997905701944958	1.0,1.0,0.983	0.86,0.961,0.945	0.072
59034	"CCDC7"	"CCDC7"	chr10	+	32567673	32567891	32565557	32565620	32584231	32584304	59034	4,2,16	0,0,20	0,2,0	3,15,1	287	69	4.92428809267e-05	0.026469689927465474	1.0,1.0,0.161	0.0,0.031,0.0	0.71
5922	"LIMS1"	"LIMS1"	chr2	+	108659604	108659764	108588305	108588628	108670780	108670847	5922	5677,9,54618	168,0,569	43767,35018,39940	474,398,316	229	69	2.59942220596e-05	0.01771799711334424	0.911,1.0,0.967	0.965,0.964,0.974	-0.008
59249	"RABGAP1L"	"RABGAP1L"	chr1	+	174811792	174811989	174799737	174800500	174957456	174957549	59249	77,1,7197	3,0,15	379,4263,4083	37,9,22	266	69	4.49938403766e-05	0.024897032791134126	0.869,1.0,0.992	0.727,0.992,0.98	0.054
61378	"PICALM"	"PICALM"	chr11	-	86000642	86000773	85996825	85996929	86001034	86001158	61378	123,8,375	0,0,4	748,983,121	23,24,6	200	69	8.24594430463e-05	0.03944146970318829	1.0,1.0,0.97	0.918,0.934,0.874	0.081
61379	"PICALM"	"PICALM"	chr11	-	86000642	86000778	85996825	85996929	86001034	86001158	61379	161,8,716	0,0,4	919,2051,284	23,24,6	205	69	0.000113698717213	0.04845313308157763	1.0,1.0,0.984	0.931,0.966,0.941	0.049
6601	"TRNT1"	"TRNT1"	chr3	+	3146429	3146563	3144583	3144710	3147449	3147703	6601	0,0,16	1,9,0	21,16,7	0,0,2	203	69	4.02185123514e-05	0.022929020763892603	0.0,0.0,1.0	1.0,1.0,0.543	-0.514
66957	"HSPB1"	"HSPB1"	chr7	+	76303776	76303865	76302672	76303076	76303983	76304292	66957	38,1,4502	0,0,9	170,646,708	23,1,4	158	69	4.59043926226e-06	0.004626588971450297	1.0,1.0,0.995	0.763,0.996,0.987	0.083
66958	"HSPB1"	"HSPB1"	chr7	+	76303806	76303865	76302672	76303076	76303983	76304292	66958	22,1,3652	0,0,9	138,375,567	23,1,4	128	69	1.50731506254e-06	0.001842281321809275	1.0,1.0,0.995	0.764,0.995,0.987	0.083
67370	"STXBP4"	"STXBP4"	chr17	+	55032617	55032735	55031167	55031264	55034167	55034259	67370	3,0,6	7,1,7	0,6,2	100,144,17	187	69	8.54911503761e-05	0.04054794973426437	0.137,0.0,0.24	0.0,0.015,0.042	0.107
67371	"STXBP4"	"STXBP4"	chr17	+	55032620	55032735	55031167	55031264	55034167	55034259	67371	3,0,7	7,1,7	0,6,2	100,144,17	184	69	2.09511835609e-05	0.014781321892009461	0.138,0.0,0.273	0.0,0.015,0.042	0.118
6750	"TBC1D14"	"TBC1D14"	chr4	+	7004843	7004924	7001144	7001251	7010652	7010781	6750	23,1,189	0,0,1	157,173,82	7,8,6	150	69	9.61757848195e-06	0.007982731574996176	1.0,1.0,0.989	0.912,0.909,0.863	0.102
68279	"MGST1"	"MGST1"	chr12	+	16357604	16357695	16354230	16354378	16363794	16364410	68279	0,5,4	12,0,1	3,1,1	0,0,0	160	69	2.06383044226e-05	0.014781321892009461	0.0,1.0,0.633	1.0,1.0,1.0	-0.456
68934	"XRN2"	"XRN2"	chr20	+	21333672	21333837	21333543	21333618	21333936	21333994	68934	20,17,54	0,0,1	65,68,41	5,5,4	234	69	1.35301628654e-05	0.010606332253972797	1.0,1.0,0.941	0.793,0.8,0.751	0.199
68936	"XRN2"	"XRN2"	chr20	+	21333684	21333837	21333543	21333618	21333936	21333994	68936	34,17,54	0,0,1	62,68,41	5,5,4	222	69	8.54686468632e-06	0.00730899378425132	1.0,1.0,0.944	0.794,0.809,0.761	0.193
68937	"XRN2"	"XRN2"	chr20	+	21333684	21333841	21333543	21333618	21333936	21333994	68937	14,17,19	0,0,1	0,27,16	5,5,4	226	69	1.62203676934e-07	0.00030516459099439645	1.0,1.0,0.853	0.0,0.622,0.55	0.56
68938	"XRN2"	"XRN2"	chr20	+	21333703	21333841	21333543	21333618	21333936	21333994	68938	18,17,52	0,0,1	74,67,42	5,5,4	207	69	2.60554164598e-05	0.01771799711334424	1.0,1.0,0.945	0.831,0.817,0.778	0.173
695	"ARF4"	"ARF4"	chr3	-	57577315	57577387	57575547	57575673	57597073	57597344	695	104,1,873	9,0,22	982,907,584	0,8,2	141	69	2.20521479966e-08	5.1860220211504185e-05	0.85,1.0,0.951	1.0,0.982,0.993	-0.058
